iso,ms,ev,dist,rssi,off,rtt,seq,golat
2026-09-22T12:50:19.116Z,1790081419116.0,ping,40,0,-1790081214053.735,26598.00,,
2026-09-22T12:50:19.315Z,1790081419314.0,ping,40,0,-1790081214053.735,26545.00,,
2026-09-22T12:50:19.383Z,1790081419382.0,ping,40,0,-1790081214053.735,26360.00,,
2026-09-22T12:50:19.526Z,1790081419526.0,ping,40,0,-1790081214053.735,26252.00,,
2026-09-22T12:50:19.585Z,1790081419584.0,ping,40,0,-1790081214053.735,26058.00,,
2026-09-22T12:50:19.829Z,1790081419828.0,ping,40,0,-1790081214053.735,26050.00,,
2026-09-22T12:50:20.020Z,1790081420019.0,ping,40,0,-1790081214054.151,25989.00,,
2026-09-22T12:50:20.060Z,1790081420059.0,ping,40,0,-1790081214054.151,25777.00,,
2026-09-22T12:50:20.162Z,1790081420162.0,ping,40,0,-1790081214054.151,25628.00,,
2026-09-22T12:50:29.966Z,1790081429966.0,mark,50,0,-1790081214054.151,,,
2026-09-22T12:50:41.721Z,1790081441720.0,mark,60,0,-1790081214054.151,,,
2026-09-22T12:50:44.616Z,1790081444616.0,drop,60,0,-1790081214054.151,,,
2026-09-22T12:50:48.740Z,1790081448739.0,mark,70,0,-1790081214054.151,,,
