# AccelStream v4 capture
# written_utc: 2026-09-09T10:34:55.370391+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 910060093
# on_t_s: -9.454588
# set_t_us: 922405659
# set_t_s: 2.890978
# go_t_us: 925370591
# go_t_s: 5.855910
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
t_s,t_us,x_g,y_g,z_g
0.000000,919514681,-0.1074,0.0063,1.0048
0.001139,919515820,-0.1103,0.0063,1.0058
0.002305,919516986,-0.1118,0.0039,1.0033
0.003455,919518136,-0.1113,0.0024,1.0033
0.004612,919519293,-0.1088,0.0029,1.0053
0.005794,919520475,-0.1088,0.0054,1.0077
0.006934,919521615,-0.1108,0.0059,1.0067
0.008082,919522763,-0.1103,0.0034,1.0028
0.009248,919523929,-0.1093,0.0000,1.0024
0.010406,919525087,-0.1083,-0.0020,1.0028
0.011578,919526259,-0.1088,0.0000,1.0058
0.012719,919527400,-0.1108,0.0029,1.0058
0.013900,919528581,-0.1113,0.0049,1.0033
0.015051,919529732,-0.1113,0.0044,1.0014
0.016217,919530898,-0.1118,0.0029,0.9994
0.017374,919532055,-0.1108,0.0034,1.0028
0.018548,919533229,-0.1088,0.0029,1.0033
0.019689,919534370,-0.1098,0.0034,1.0019
0.020828,919535509,-0.1132,0.0039,1.0028
0.021996,919536677,-0.1132,0.0034,1.0009
0.023179,919537860,-0.1122,0.0039,1.0024
0.024280,919538961,-0.1137,0.0039,1.0058
0.025477,919540158,-0.1147,0.0049,1.0072
0.026610,919541291,-0.1132,0.0049,1.0072
0.027791,919542472,-0.1098,0.0034,1.0033
0.028931,919543612,-0.1093,0.0024,1.0014
0.030070,919544751,-0.1122,0.0015,1.0028
0.031222,919545903,-0.1127,0.0054,1.0038
0.032414,919547095,-0.1093,0.0054,1.0038
0.033572,919548253,-0.1093,0.0010,1.0028
0.034712,919549393,-0.1132,0.0000,1.0028
0.035852,919550533,-0.1118,0.0024,1.0038
0.037011,919551692,-0.1083,0.0010,1.0067
0.038178,919552859,-0.1093,0.0000,1.0087
0.039332,919554013,-0.1103,0.0024,1.0033
0.040490,919555171,-0.1088,0.0024,1.0004
0.041643,919556324,-0.1103,0.0039,1.0009
0.042825,919557506,-0.1108,0.0005,1.0019
0.043976,919558657,-0.1103,-0.0010,1.0028
0.045144,919559825,-0.1103,0.0029,1.0038
0.046260,919560941,-0.1103,0.0029,1.0019
0.047460,919562141,-0.1113,0.0000,1.0038
0.048569,919563250,-0.1088,-0.0005,1.0033
0.049760,919564441,-0.1083,0.0024,1.0028
0.050885,919565566,-0.1083,0.0034,1.0063
0.052093,919566774,-0.1098,0.0029,1.0038
0.053209,919567890,-0.1113,0.0024,1.0053
0.054391,919569072,-0.1093,0.0034,1.0058
0.055522,919570203,-0.1074,0.0039,1.0063
0.056682,919571363,-0.1098,0.0005,1.0087
0.057864,919572545,-0.1108,0.0000,1.0058
0.059003,919573684,-0.1078,0.0020,1.0048
0.060144,919574825,-0.1078,0.0039,1.0077
0.061300,919575981,-0.1122,0.0020,1.0087
0.062457,919577138,-0.1127,-0.0010,1.0058
0.063639,919578320,-0.1108,0.0015,1.0053
0.064779,919579460,-0.1122,0.0039,1.0048
0.065960,919580641,-0.1127,0.0039,1.0019
0.067113,919581794,-0.1127,0.0039,1.0024
0.068264,919582945,-0.1113,0.0049,1.0028
0.069423,919584104,-0.1108,0.0044,1.0053
0.070563,919585244,-0.1098,0.0039,1.0048
0.071703,919586384,-0.1118,0.0029,1.0043
0.072870,919587551,-0.1118,0.0029,1.0038
0.074037,919588718,-0.1083,0.0029,1.0038
0.075194,919589875,-0.1088,0.0020,1.0053
0.076352,919591033,-0.1108,0.0029,1.0053
0.077505,919592186,-0.1113,0.0039,1.0048
0.078645,919593326,-0.1103,0.0015,1.0043
0.079812,919594493,-0.1098,0.0015,1.0053
0.080990,919595671,-0.1118,0.0034,1.0038
0.082131,919596812,-0.1127,0.0010,1.0028
0.083271,919597952,-0.1122,0.0000,1.0043
0.084446,919599127,-0.1132,0.0015,1.0048
0.085606,919600287,-0.1132,0.0029,1.0038
0.086773,919601454,-0.1103,0.0020,1.0028
0.087912,919602593,-0.1088,0.0020,1.0014
0.089064,919603745,-0.1093,0.0015,1.0009
0.090205,919604886,-0.1093,0.0010,1.0009
0.091363,919606044,-0.1108,0.0039,1.0009
0.092544,919607225,-0.1113,0.0024,1.0004
0.093684,919608365,-0.1122,0.0020,0.9999
0.094835,919609516,-0.1137,0.0034,1.0028
0.096001,919610682,-0.1142,0.0024,1.0048
0.097184,919611865,-0.1137,0.0029,1.0038
0.098300,919612981,-0.1118,0.0015,1.0038
0.099483,919614164,-0.1118,-0.0005,1.0048
0.100623,919615304,-0.1113,-0.0005,1.0048
0.101773,919616454,-0.1103,0.0015,1.0038
0.102939,919617620,-0.1118,0.0029,0.9994
0.104096,919618777,-0.1152,0.0020,0.9989
0.105266,919619947,-0.1152,0.0020,1.0024
0.106406,919621087,-0.1118,0.0010,1.0019
0.107588,919622269,-0.1103,0.0010,1.0033
0.108738,919623419,-0.1108,0.0015,1.0048
0.109906,919624587,-0.1098,-0.0010,1.0038
0.111064,919625745,-0.1078,0.0005,1.0014
0.112233,919626914,-0.1088,0.0010,0.9999
0.113374,919628055,-0.1093,0.0005,1.0024
0.114514,919629195,-0.1093,0.0024,1.0043
0.115657,919630338,-0.1108,0.0034,1.0053
0.116864,919631545,-0.1103,0.0029,1.0043
0.118007,919632688,-0.1088,0.0010,1.0028
0.119148,919633829,-0.1098,0.0015,1.0028
0.120281,919634962,-0.1108,0.0020,1.0019
0.121463,919636144,-0.1108,0.0010,1.0004
0.122602,919637283,-0.1093,0.0010,1.0019
0.123784,919638465,-0.1088,0.0020,1.0063
0.124933,919639614,-0.1113,0.0059,1.0048
0.126089,919640770,-0.1113,0.0034,1.0009
0.127248,919641929,-0.1118,0.0005,1.0009
0.128388,919643069,-0.1142,0.0039,1.0028
0.129570,919644251,-0.1161,0.0039,1.0048
0.130709,919645390,-0.1157,0.0024,1.0053
0.131875,919646556,-0.1122,0.0010,1.0014
0.133026,919647707,-0.1127,-0.0015,1.0009
0.134183,919648864,-0.1122,0.0005,1.0009
0.135337,919650018,-0.1103,0.0044,1.0024
0.136518,919651199,-0.1098,0.0054,1.0058
0.137673,919652354,-0.1093,0.0054,1.0053
0.138797,919653478,-0.1103,0.0054,1.0053
0.139983,919654664,-0.1093,0.0049,1.0072
0.141141,919655822,-0.1088,0.0054,1.0067
0.142282,919656963,-0.1122,0.0054,1.0028
0.143422,919658103,-0.1122,0.0039,0.9994
0.144609,919659290,-0.1113,0.0020,1.0004
0.145783,919660464,-0.1118,0.0020,1.0024
0.146924,919661605,-0.1088,0.0015,1.0038
0.148065,919662746,-0.1108,0.0015,1.0028
0.149198,919663879,-0.1127,0.0020,1.0024
0.150379,919665060,-0.1103,0.0005,1.0028
0.151519,919666200,-0.1098,0.0034,1.0038
0.152700,919667381,-0.1103,0.0034,1.0043
0.153852,919668533,-0.1093,0.0010,1.0028
0.154993,919669674,-0.1078,0.0020,1.0028
0.156151,919670832,-0.1088,0.0024,1.0028
0.157333,919672014,-0.1108,0.0044,1.0009
0.158473,919673154,-0.1132,0.0020,1.0014
0.159614,919674295,-0.1132,0.0010,1.0048
0.160780,919675461,-0.1127,0.0044,1.0048
0.161932,919676613,-0.1132,0.0020,1.0048
0.163102,919677783,-0.1122,-0.0010,1.0033
0.164243,919678924,-0.1113,0.0029,1.0024
0.165425,919680106,-0.1083,0.0039,1.0048
0.166573,919681254,-0.1103,0.0015,1.0043
0.167741,919682422,-0.1157,0.0029,1.0028
0.168899,919683580,-0.1118,0.0063,1.0019
0.170069,919684750,-0.1088,0.0073,1.0019
0.171210,919685891,-0.1103,0.0039,1.0038
0.172350,919687031,-0.1108,0.0020,1.0028
0.173518,919688199,-0.1122,0.0034,1.0009
0.174693,919689374,-0.1098,0.0054,1.0038
