# AccelStream v4 capture
# written_utc: 2026-09-09T16:57:55.939295+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 142457049
# on_t_s: -9.286547
# set_t_us: 154624985
# set_t_s: 2.881389
# go_t_us: 157484433
# go_t_s: 5.740837
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
t_s,t_us,x_g,y_g,z_g
0.000000,151743596,-0.0273,-0.0410,1.0077
0.001139,151744735,-0.0264,-0.0415,1.0082
0.002321,151745917,-0.0278,-0.0429,1.0077
0.003461,151747057,-0.0273,-0.0434,1.0087
0.004613,151748209,-0.0259,-0.0420,1.0092
0.005755,151749351,-0.0268,-0.0405,1.0082
0.006979,151750575,-0.0283,-0.0439,1.0077
0.008078,151751674,-0.0298,-0.0444,1.0087
0.009218,151752814,-0.0298,-0.0444,1.0087
0.010373,151753969,-0.0293,-0.0420,1.0072
0.011513,151755109,-0.0317,-0.0395,1.0077
0.012695,151756291,-0.0303,-0.0415,1.0106
0.013834,151757430,-0.0288,-0.0415,1.0097
0.014978,151758574,-0.0307,-0.0434,1.0102
0.016159,151759755,-0.0303,-0.0415,1.0097
0.017285,151760881,-0.0303,-0.0405,1.0053
0.018466,151762062,-0.0283,-0.0429,1.0058
0.019606,151763202,-0.0278,-0.0415,1.0072
0.020733,151764329,-0.0293,-0.0381,1.0063
0.021917,151765513,-0.0293,-0.0376,1.0082
0.023057,151766653,-0.0273,-0.0410,1.0106
0.024220,151767816,-0.0288,-0.0439,1.0063
0.025359,151768955,-0.0307,-0.0434,1.0053
0.026499,151770095,-0.0278,-0.0415,1.0087
0.027683,151771279,-0.0268,-0.0420,1.0072
0.028865,151772461,-0.0283,-0.0400,1.0067
0.029964,151773560,-0.0288,-0.0381,1.0082
0.031146,151774742,-0.0273,-0.0410,1.0092
0.032286,151775882,-0.0259,-0.0420,1.0097
0.033414,151777010,-0.0298,-0.0415,1.0082
0.034596,151778192,-0.0322,-0.0415,1.0072
0.035735,151779331,-0.0293,-0.0439,1.0077
0.036909,151780505,-0.0273,-0.0429,1.0092
0.038024,151781620,-0.0293,-0.0405,1.0106
0.039206,151782802,-0.0307,-0.0405,1.0048
0.040346,151783942,-0.0312,-0.0410,1.0033
0.041485,151785081,-0.0288,-0.0429,1.0038
