# AccelStream v4 capture
# written_utc: 2026-09-15T17:02:02.687560+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 256209037
# on_t_s: -20.124587
# set_t_us: 279227404
# set_t_s: 2.893780
# go_t_us: 281377258
# go_t_s: 5.043634
# arm_t_us: 280418230
# arm_t_s: 4.084606
# arm_peak_mg: 8.43
# arm_capped: 0
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
# board_verdict: valid start
# board_reaction_ms: 164.469
# board_onset_t_us: 281541727
t_s,t_us,x_g,y_g,z_g
0.000000,276333624,-0.0137,-0.0156,1.0111
0.001144,276334768,-0.0112,-0.0171,1.0092
0.002324,276335948,-0.0107,-0.0185,1.0082
0.003474,276337098,-0.0146,-0.0161,1.0072
0.004638,276338262,-0.0132,-0.0156,1.0053
0.005778,276339402,-0.0122,-0.0185,1.0053
0.006958,276340582,-0.0098,-0.0195,1.0106
0.008114,276341738,-0.0093,-0.0181,1.0126
0.009253,276342877,-0.0102,-0.0161,1.0087
0.010434,276344058,-0.0102,-0.0151,1.0077
0.011598,276345222,-0.0102,-0.0151,1.0097
0.012743,276346367,-0.0093,-0.0171,1.0087
0.013891,276347515,-0.0107,-0.0185,1.0077
0.015047,276348671,-0.0107,-0.0190,1.0102
0.016206,276349830,-0.0093,-0.0200,1.0126
0.017389,276351013,-0.0098,-0.0190,1.0146
0.018553,276352177,-0.0098,-0.0161,1.0136
0.019667,276353291,-0.0112,-0.0161,1.0111
0.020865,276354489,-0.0132,-0.0181,1.0126
0.022023,276355647,-0.0132,-0.0190,1.0126
0.023161,276356785,-0.0127,-0.0171,1.0106
0.024301,276357925,-0.0137,-0.0151,1.0097
0.025479,276359103,-0.0107,-0.0151,1.0097
0.026648,276360272,-0.0078,-0.0171,1.0121
0.027803,276361427,-0.0059,-0.0176,1.0131
0.028959,276362583,-0.0068,-0.0176,1.0155
0.030104,276363728,-0.0107,-0.0171,1.0146
0.031284,276364908,-0.0137,-0.0171,1.0087
0.032421,276366045,-0.0117,-0.0161,1.0092
0.033561,276367185,-0.0098,-0.0151,1.0136
0.034741,276368365,-0.0107,-0.0181,1.0121
0.035880,276369504,-0.0098,-0.0171,1.0106
0.037053,276370677,-0.0122,-0.0171,1.0082
0.038193,276371817,-0.0107,-0.0200,1.0067
0.039358,276372982,-0.0068,-0.0190,1.0072
0.040522,276374146,-0.0073,-0.0190,1.0072
0.041703,276375327,-0.0102,-0.0195,1.0102
0.042843,276376467,-0.0127,-0.0195,1.0111
0.043999,276377623,-0.0107,-0.0190,1.0111
0.045137,276378761,-0.0107,-0.0185,1.0121
0.046302,276379926,-0.0098,-0.0200,1.0092
0.047508,276381132,-0.0083,-0.0185,1.0077
0.048648,276382272,-0.0093,-0.0171,1.0087
0.049786,276383410,-0.0098,-0.0171,1.0102
0.050942,276384566,-0.0102,-0.0176,1.0097
0.052098,276385722,-0.0093,-0.0166,1.0082
0.053277,276386901,-0.0068,-0.0176,1.0077
0.054441,276388065,-0.0073,-0.0205,1.0072
0.055559,276389183,-0.0083,-0.0195,1.0102
0.056716,276390340,-0.0078,-0.0181,1.0106
0.057885,276391509,-0.0088,-0.0171,1.0102
0.059065,276392689,-0.0117,-0.0166,1.0121
0.060204,276393828,-0.0117,-0.0185,1.0111
0.061382,276395006,-0.0102,-0.0190,1.0102
0.062525,276396149,-0.0127,-0.0185,1.0087
0.063682,276397306,-0.0127,-0.0200,1.0072
0.064837,276398461,-0.0107,-0.0200,1.0058
0.065984,276399608,-0.0107,-0.0181,1.0053
0.067163,276400787,-0.0127,-0.0200,1.0092
0.068301,276401925,-0.0112,-0.0215,1.0131
0.069467,276403091,-0.0083,-0.0205,1.0126
0.070646,276404270,-0.0107,-0.0200,1.0092
0.071784,276405408,-0.0132,-0.0200,1.0077
0.072956,276406580,-0.0102,-0.0185,1.0097
0.074094,276407718,-0.0078,-0.0181,1.0111
0.075252,276408876,-0.0112,-0.0176,1.0111
0.076417,276410041,-0.0112,-0.0151,1.0116
0.077556,276411180,-0.0093,-0.0151,1.0116
0.078735,276412359,-0.0102,-0.0137,1.0106
0.079908,276413532,-0.0102,-0.0161,1.0111
0.081048,276414672,-0.0117,-0.0185,1.0111
0.082213,276415837,-0.0107,-0.0190,1.0116
0.083378,276417002,-0.0068,-0.0190,1.0121
0.084516,276418140,-0.0068,-0.0161,1.0116
0.085696,276419320,-0.0088,-0.0166,1.0121
0.086852,276420476,-0.0107,-0.0190,1.0116
0.087991,276421615,-0.0107,-0.0190,1.0097
0.089170,276422794,-0.0083,-0.0185,1.0087
0.090307,276423931,-0.0049,-0.0181,1.0092
0.091458,276425082,-0.0049,-0.0181,1.0087
0.092613,276426237,-0.0093,-0.0210,1.0077
0.093810,276427434,-0.0098,-0.0210,1.0072
0.094962,276428586,-0.0117,-0.0205,1.0092
0.096101,276429725,-0.0142,-0.0185,1.0102
0.097306,276430930,-0.0112,-0.0171,1.0087
0.098426,276432050,-0.0093,-0.0185,1.0067
0.099584,276433208,-0.0088,-0.0195,1.0077
0.100751,276434375,-0.0112,-0.0176,1.0097
0.101889,276435513,-0.0112,-0.0176,1.0111
0.103068,276436692,-0.0107,-0.0210,1.0146
0.104205,276437829,-0.0117,-0.0205,1.0126
0.105382,276439006,-0.0088,-0.0195,1.0087
0.106520,276440144,-0.0068,-0.0200,1.0097
0.107717,276441341,-0.0083,-0.0185,1.0106
0.108857,276442481,-0.0098,-0.0161,1.0097
0.109995,276443619,-0.0102,-0.0185,1.0116
0.111153,276444777,-0.0112,-0.0210,1.0136
0.112317,276445941,-0.0112,-0.0200,1.0121
0.113456,276447080,-0.0102,-0.0205,1.0102
0.114635,276448259,-0.0098,-0.0176,1.0082
0.115773,276449397,-0.0112,-0.0161,1.0067
0.116953,276450577,-0.0132,-0.0190,1.0067
0.118120,276451744,-0.0117,-0.0195,1.0082
0.119285,276452909,-0.0083,-0.0171,1.0111
0.120424,276454048,-0.0083,-0.0171,1.0097
0.121603,276455227,-0.0102,-0.0205,1.0067
0.122759,276456383,-0.0102,-0.0195,1.0072
0.123898,276457522,-0.0093,-0.0181,1.0087
0.125078,276458702,-0.0093,-0.0171,1.0106
0.126242,276459866,-0.0088,-0.0146,1.0121
0.127382,276461006,-0.0073,-0.0171,1.0106
0.128530,276462154,-0.0078,-0.0190,1.0097
0.129696,276463320,-0.0102,-0.0171,1.0106
0.130846,276464470,-0.0098,-0.0161,1.0116
0.132025,276465649,-0.0088,-0.0166,1.0082
0.133162,276466786,-0.0088,-0.0166,1.0082
0.134314,276467938,-0.0107,-0.0151,1.0126
0.135471,276469095,-0.0102,-0.0156,1.0116
0.136668,276470292,-0.0088,-0.0181,1.0097
