# accel_live capture
# started_utc: 2026-09-07T14:03:54.026026+00:00
# source: /dev/cu.usbmodem101
# odr_hz_nominal: 1660
# accel_range_g: 16
# full ODR, undecimated - captured via the board's on-device
# RAM buffer and dumped after stop, not streamed live.
# t_s is relative to the first sample of this recording;
# t_us is the board's raw micros() reading for that sample.
# host_iso is host arrival time, for cross-reference only.
t_s,t_us,x_g,y_g,z_g,host_iso
0.198274,2661871296,-0.0176,-0.0376,1.0228,2026-09-07T14:03:59.415259+00:00
0.199297,2661872319,-0.0205,-0.0273,1.0209,2026-09-07T14:03:59.417658+00:00
0.200319,2661873341,-0.0224,-0.0303,1.0233,2026-09-07T14:03:59.420122+00:00
0.201341,2661874363,-0.0151,-0.0386,1.0194,2026-09-07T14:03:59.422428+00:00
0.202372,2661875394,-0.0156,-0.0327,1.0336,2026-09-07T14:03:59.424822+00:00
0.203394,2661876416,-0.0205,-0.0366,1.0175,2026-09-07T14:03:59.427171+00:00
0.204416,2661877438,-0.0229,-0.0346,1.0233,2026-09-07T14:03:59.429619+00:00
0.205438,2661878460,-0.0166,-0.0400,1.0165,2026-09-07T14:03:59.431991+00:00
0.206461,2661879483,-0.0205,-0.0356,1.0180,2026-09-07T14:03:59.434402+00:00
0.207484,2661880506,-0.0283,-0.0371,1.0136,2026-09-07T14:03:59.436729+00:00
0.208505,2661881527,-0.0200,-0.0376,1.0165,2026-09-07T14:03:59.439144+00:00
0.209527,2661882549,-0.0220,-0.0356,1.0248,2026-09-07T14:03:59.441537+00:00
0.210568,2661883590,-0.0249,-0.0332,1.0136,2026-09-07T14:03:59.443910+00:00
0.211621,2661884643,-0.0195,-0.0351,1.0248,2026-09-07T14:03:59.446355+00:00
0.212643,2661885665,-0.0195,-0.0386,1.0189,2026-09-07T14:03:59.448823+00:00
0.213665,2661886687,-0.0181,-0.0371,1.0180,2026-09-07T14:03:59.451289+00:00
0.214688,2661887710,-0.0234,-0.0366,1.0233,2026-09-07T14:03:59.453834+00:00
0.215710,2661888732,-0.0195,-0.0405,1.0189,2026-09-07T14:03:59.456269+00:00
0.216733,2661889755,-0.0234,-0.0381,1.0214,2026-09-07T14:03:59.458818+00:00
0.217755,2661890777,-0.0220,-0.0322,1.0185,2026-09-07T14:03:59.461265+00:00
0.218779,2661891801,-0.0215,-0.0381,1.0136,2026-09-07T14:03:59.463594+00:00
0.219836,2661892858,-0.0220,-0.0317,1.0146,2026-09-07T14:03:59.466108+00:00
0.220860,2661893882,-0.0259,-0.0356,1.0160,2026-09-07T14:03:59.468574+00:00
0.221909,2661894931,-0.0254,-0.0366,1.0150,2026-09-07T14:03:59.470879+00:00
0.222951,2661895973,-0.0239,-0.0395,1.0141,2026-09-07T14:03:59.473397+00:00
0.223973,2661896995,-0.0259,-0.0371,1.0141,2026-09-07T14:03:59.475834+00:00
0.224994,2661898016,-0.0264,-0.0420,1.0146,2026-09-07T14:03:59.478490+00:00
0.226016,2661899038,-0.0244,-0.0420,1.0175,2026-09-07T14:03:59.480945+00:00
0.227037,2661900059,-0.0244,-0.0425,1.0160,2026-09-07T14:03:59.483204+00:00
0.228059,2661901081,-0.0264,-0.0410,1.0136,2026-09-07T14:03:59.485572+00:00
0.229080,2661902102,-0.0283,-0.0405,1.0180,2026-09-07T14:03:59.487913+00:00
0.230103,2661903125,-0.0239,-0.0390,1.0097,2026-09-07T14:03:59.490295+00:00
0.231179,2661904201,-0.0307,-0.0371,1.0258,2026-09-07T14:03:59.492681+00:00
0.232203,2661905225,-0.0283,-0.0425,1.0238,2026-09-07T14:03:59.495078+00:00
0.233225,2661906247,-0.0224,-0.0449,1.0150,2026-09-07T14:03:59.497450+00:00
0.234248,2661907270,-0.0239,-0.0381,1.0126,2026-09-07T14:03:59.499800+00:00
0.235271,2661908293,-0.0224,-0.0361,1.0136,2026-09-07T14:03:59.502284+00:00
0.236296,2661909318,-0.0229,-0.0386,1.0185,2026-09-07T14:03:59.504827+00:00
0.237318,2661910340,-0.0234,-0.0395,1.0214,2026-09-07T14:03:59.507405+00:00
0.238341,2661911363,-0.0220,-0.0356,1.0180,2026-09-07T14:03:59.509829+00:00
0.239371,2661912393,-0.0215,-0.0366,1.0199,2026-09-07T14:03:59.512279+00:00
0.240393,2661913415,-0.0244,-0.0420,1.0204,2026-09-07T14:03:59.514768+00:00
0.241415,2661914437,-0.0244,-0.0351,1.0150,2026-09-07T14:03:59.517045+00:00
0.242455,2661915477,-0.0249,-0.0381,1.0170,2026-09-07T14:03:59.519572+00:00
0.243485,2661916507,-0.0239,-0.0425,1.0106,2026-09-07T14:03:59.522018+00:00
0.244508,2661917530,-0.0254,-0.0386,1.0136,2026-09-07T14:03:59.524411+00:00
0.245543,2661918565,-0.0224,-0.0371,1.0106,2026-09-07T14:03:59.526912+00:00
0.246566,2661919588,-0.0273,-0.0444,1.0146,2026-09-07T14:03:59.534271+00:00
0.247588,2661920610,-0.0200,-0.0410,1.0194,2026-09-07T14:03:59.534310+00:00
