# accel_live capture
# started_utc: 2026-09-08T14:42:31.178992+00:00
# source: /dev/cu.usbmodem21101
# odr_hz_nominal: 1660
# accel_range_g: 16
# full ODR, undecimated - captured via the board's on-device
# RAM buffer and dumped after stop, not streamed live.
# t_s is relative to the first sample of this recording;
# t_us is the board's raw micros() reading for that sample.
# host_iso is host arrival time, for cross-reference only.
t_s,t_us,x_g,y_g,z_g,host_iso
0.315618,22879421,-0.1035,0.1088,-0.9755,2026-09-08T14:42:37.549072+00:00
0.316784,22880587,-0.1030,0.1093,-0.9740,2026-09-08T14:42:37.551474+00:00
0.317931,22881734,-0.1054,0.1098,-0.9731,2026-09-08T14:42:37.556313+00:00
0.319096,22882899,-0.1078,0.1093,-0.9716,2026-09-08T14:42:37.556319+00:00
0.320253,22884056,-0.1044,0.1098,-0.9721,2026-09-08T14:42:37.558556+00:00
0.321400,22885203,-0.1049,0.1108,-0.9745,2026-09-08T14:42:37.561703+00:00
0.322566,22886369,-0.1078,0.1103,-0.9711,2026-09-08T14:42:37.563526+00:00
0.323713,22887516,-0.1069,0.1093,-0.9677,2026-09-08T14:42:37.566304+00:00
0.324879,22888682,-0.1039,0.1088,-0.9687,2026-09-08T14:42:37.568360+00:00
0.326027,22889830,-0.1000,0.1088,-0.9726,2026-09-08T14:42:37.570392+00:00
0.327181,22890984,-0.1020,0.1098,-0.9740,2026-09-08T14:42:37.572820+00:00
0.328348,22892151,-0.1039,0.1098,-0.9750,2026-09-08T14:42:37.575172+00:00
0.329499,22893302,-0.1039,0.1088,-0.9780,2026-09-08T14:42:37.577538+00:00
0.330641,22894444,-0.1049,0.1093,-0.9784,2026-09-08T14:42:37.579900+00:00
0.331807,22895610,-0.1074,0.1083,-0.9775,2026-09-08T14:42:37.582259+00:00
0.332960,22896763,-0.1074,0.1074,-0.9740,2026-09-08T14:42:37.584621+00:00
0.334132,22897935,-0.1064,0.1103,-0.9716,2026-09-08T14:42:37.587010+00:00
0.335280,22899083,-0.1059,0.1118,-0.9706,2026-09-08T14:42:37.589468+00:00
0.336427,22900230,-0.1035,0.1108,-0.9692,2026-09-08T14:42:37.591930+00:00
0.337592,22901395,-0.1039,0.1083,-0.9697,2026-09-08T14:42:37.594381+00:00
0.338751,22902554,-0.1039,0.1074,-0.9716,2026-09-08T14:42:37.596714+00:00
0.339904,22903707,-0.1020,0.1122,-0.9731,2026-09-08T14:42:37.599076+00:00
