# AccelStream v4 capture
# written_utc: 2026-09-11T16:50:09.642831+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 15173324
# on_t_s: -21.453331
# set_t_us: 39517258
# set_t_s: 2.890603
# go_t_us: 42130298
# go_t_s: 5.503643
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
t_s,t_us,x_g,y_g,z_g
0.000000,36626655,-0.0098,-0.0127,1.0072
0.001138,36627793,-0.0068,-0.0127,1.0063
0.002317,36628972,-0.0107,-0.0151,1.0063
0.003456,36630111,-0.0107,-0.0166,1.0077
0.004662,36631317,-0.0083,-0.0146,1.0063
0.005799,36632454,-0.0078,-0.0132,1.0063
0.006937,36633592,-0.0073,-0.0142,1.0072
0.008114,36634769,-0.0068,-0.0127,1.0082
0.009263,36635918,-0.0073,-0.0107,1.0067
0.010404,36637059,-0.0107,-0.0117,1.0043
0.011609,36638264,-0.0137,-0.0122,1.0072
0.012719,36639374,-0.0107,-0.0127,1.0087
0.013897,36640552,-0.0083,-0.0122,1.0097
0.015034,36641689,-0.0107,-0.0122,1.0087
0.016182,36642837,-0.0102,-0.0127,1.0053
0.017336,36643991,-0.0093,-0.0112,1.0058
0.018515,36645170,-0.0107,-0.0112,1.0048
0.019665,36646320,-0.0122,-0.0137,1.0048
0.020803,36647458,-0.0112,-0.0146,1.0082
0.021981,36648636,-0.0093,-0.0127,1.0102
0.023131,36649786,-0.0117,-0.0127,1.0092
0.024285,36650940,-0.0122,-0.0112,1.0067
0.025443,36652098,-0.0098,-0.0107,1.0063
0.026608,36653263,-0.0093,-0.0122,1.0092
0.027746,36654401,-0.0112,-0.0112,1.0082
0.028933,36655588,-0.0122,-0.0137,1.0063
0.030087,36656742,-0.0107,-0.0146,1.0102
0.031241,36657896,-0.0117,-0.0122,1.0077
0.032399,36659054,-0.0093,-0.0093,1.0053
0.033563,36660218,-0.0049,-0.0107,1.0077
0.034701,36661356,-0.0063,-0.0142,1.0097
0.035853,36662508,-0.0063,-0.0117,1.0077
0.037032,36663687,-0.0049,-0.0122,1.0053
0.038171,36664826,-0.0073,-0.0127,1.0077
0.039353,36666008,-0.0088,-0.0112,1.0082
0.040517,36667172,-0.0093,-0.0112,1.0063
0.041654,36668309,-0.0093,-0.0098,1.0067
0.042791,36669446,-0.0068,-0.0117,1.0097
0.043970,36670625,-0.0098,-0.0127,1.0082
0.045108,36671763,-0.0107,-0.0142,1.0067
0.046263,36672918,-0.0088,-0.0142,1.0087
0.047468,36674123,-0.0107,-0.0142,1.0077
0.048606,36675261,-0.0112,-0.0127,1.0082
0.049744,36676399,-0.0102,-0.0122,1.0092
0.050923,36677578,-0.0093,-0.0127,1.0087
0.052061,36678716,-0.0083,-0.0117,1.0077
0.053216,36679871,-0.0083,-0.0146,1.0058
0.054395,36681050,-0.0063,-0.0132,1.0063
0.055546,36682201,-0.0083,-0.0107,1.0092
0.056683,36683338,-0.0098,-0.0117,1.0087
0.057861,36684516,-0.0102,-0.0142,1.0067
0.059009,36685664,-0.0117,-0.0146,1.0058
0.060163,36686818,-0.0107,-0.0127,1.0043
0.061342,36687997,-0.0112,-0.0122,1.0038
0.062492,36689147,-0.0112,-0.0132,1.0058
0.063629,36690284,-0.0098,-0.0107,1.0067
0.064807,36691462,-0.0098,-0.0107,1.0082
0.065961,36692616,-0.0107,-0.0161,1.0082
