# AccelStream v4 capture
# written_utc: 2026-09-14T16:29:07.094626+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 260308047
# on_t_s: -20.706229
# set_t_us: 283905067
# set_t_s: 2.890791
# go_t_us: 286532496
# go_t_s: 5.518220
# arm_t_us: 285144489
# arm_t_s: 4.130213
# arm_peak_mg: 11.16
# arm_capped: 0
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
# board_verdict: FALSE START
# board_reaction_ms: -145.624
# board_onset_t_us: 286386872
t_s,t_us,x_g,y_g,z_g
0.000000,281014276,-0.0234,-0.0034,1.0102
0.001180,281015456,-0.0210,-0.0039,1.0121
0.002310,281016586,-0.0190,-0.0044,1.0126
0.003474,281017750,-0.0195,-0.0054,1.0102
0.004653,281018929,-0.0224,-0.0059,1.0097
0.005791,281020067,-0.0224,-0.0024,1.0102
0.006929,281021205,-0.0205,-0.0034,1.0106
0.008109,281022385,-0.0210,-0.0063,1.0106
0.009281,281023557,-0.0249,-0.0059,1.0072
0.010446,281024722,-0.0268,-0.0068,1.0038
0.011585,281025861,-0.0254,-0.0059,1.0063
0.012723,281026999,-0.0239,-0.0034,1.0092
0.013902,281028178,-0.0210,-0.0054,1.0102
0.015052,281029328,-0.0220,-0.0068,1.0097
0.016194,281030470,-0.0224,-0.0068,1.0077
0.017400,281031676,-0.0224,-0.0073,1.0072
0.018500,281032776,-0.0239,-0.0044,1.0063
0.019679,281033955,-0.0229,-0.0039,1.0067
0.020817,281035093,-0.0224,-0.0049,1.0072
0.021984,281036260,-0.0224,-0.0039,1.0058
0.023140,281037416,-0.0205,-0.0020,1.0043
0.024319,281038595,-0.0229,-0.0010,1.0058
0.025469,281039745,-0.0239,-0.0044,1.0077
0.026607,281040883,-0.0205,-0.0093,1.0087
0.027751,281042027,-0.0215,-0.0078,1.0092
0.028930,281043206,-0.0224,-0.0039,1.0106
0.030069,281044345,-0.0205,-0.0059,1.0102
0.031240,281045516,-0.0210,-0.0034,1.0082
0.032405,281046681,-0.0259,-0.0015,1.0038
0.033544,281047820,-0.0264,-0.0029,1.0009
0.034723,281048999,-0.0224,-0.0063,1.0058
0.035861,281050137,-0.0205,-0.0073,1.0087
0.037042,281051318,-0.0215,-0.0059,1.0058
0.038172,281052448,-0.0234,-0.0049,1.0058
0.039336,281053612,-0.0229,-0.0020,1.0082
0.040475,281054751,-0.0229,-0.0049,1.0067
0.041654,281055930,-0.0210,-0.0083,1.0072
0.042792,281057068,-0.0200,-0.0093,1.0082
0.043972,281058248,-0.0229,-0.0073,1.0092
0.045138,281059414,-0.0234,-0.0059,1.0082
0.046303,281060579,-0.0244,-0.0063,1.0048
0.047442,281061718,-0.0234,-0.0029,1.0058
0.048594,281062870,-0.0224,-0.0024,1.0092
0.049732,281064008,-0.0244,-0.0073,1.0063
0.050921,281065197,-0.0244,-0.0078,1.0058
0.052062,281066338,-0.0220,-0.0063,1.0092
0.053269,281067545,-0.0200,-0.0049,1.0102
0.054367,281068643,-0.0220,-0.0010,1.0111
0.055548,281069824,-0.0244,-0.0044,1.0087
0.056686,281070962,-0.0224,-0.0093,1.0058
0.057842,281072118,-0.0215,-0.0059,1.0058
0.058997,281073273,-0.0220,-0.0029,1.0048
0.060204,281074480,-0.0229,-0.0044,1.0048
0.061302,281075578,-0.0259,-0.0068,1.0082
0.062455,281076731,-0.0249,-0.0054,1.0102
0.063643,281077919,-0.0239,-0.0024,1.0092
0.064800,281079076,-0.0229,-0.0024,1.0067
0.065956,281080232,-0.0229,-0.0029,1.0043
0.067100,281081376,-0.0244,-0.0029,1.0043
0.068266,281082542,-0.0234,-0.0039,1.0067
0.069415,281083691,-0.0234,-0.0044,1.0087
0.070569,281084845,-0.0234,-0.0049,1.0082
0.071748,281086024,-0.0229,-0.0039,1.0087
0.072887,281087163,-0.0224,-0.0039,1.0087
0.074058,281088334,-0.0249,-0.0039,1.0053
0.075182,281089458,-0.0249,-0.0039,1.0043
0.076362,281090638,-0.0215,-0.0039,1.0087
0.077500,281091776,-0.0224,-0.0039,1.0111
0.078692,281092968,-0.0229,-0.0039,1.0092
0.079832,281094108,-0.0215,-0.0054,1.0087
0.081001,281095277,-0.0224,-0.0059,1.0072
0.082124,281096400,-0.0259,-0.0049,1.0077
0.083304,281097580,-0.0244,-0.0054,1.0077
0.084458,281098734,-0.0220,-0.0049,1.0087
0.085596,281099872,-0.0244,-0.0054,1.0102
0.086777,281101053,-0.0224,-0.0044,1.0077
0.087919,281102195,-0.0205,-0.0039,1.0048
0.089125,281103401,-0.0210,-0.0049,1.0033
0.090222,281104498,-0.0239,-0.0054,1.0033
0.091402,281105678,-0.0249,-0.0039,1.0067
0.092540,281106816,-0.0220,-0.0024,1.0087
0.093707,281107983,-0.0224,-0.0068,1.0082
0.094863,281109139,-0.0244,-0.0059,1.0077
0.096069,281110345,-0.0244,-0.0034,1.0072
0.097167,281111443,-0.0205,-0.0039,1.0092
0.098318,281112594,-0.0205,-0.0020,1.0087
0.099511,281113787,-0.0244,-0.0024,1.0092
0.100667,281114943,-0.0249,-0.0049,1.0116
0.101823,281116099,-0.0249,-0.0044,1.0106
0.102962,281117238,-0.0215,-0.0059,1.0077
0.104112,281118388,-0.0176,-0.0049,1.0092
0.105292,281119568,-0.0210,-0.0034,1.0111
0.106430,281120706,-0.0244,-0.0039,1.0097
0.107609,281121885,-0.0224,-0.0029,1.0106
0.108749,281123025,-0.0200,-0.0039,1.0111
0.109919,281124195,-0.0200,-0.0054,1.0102
0.111085,281125361,-0.0224,-0.0073,1.0087
0.112237,281126513,-0.0224,-0.0083,1.0063
0.113377,281127653,-0.0200,-0.0088,1.0067
0.114556,281128832,-0.0220,-0.0078,1.0092
0.115696,281129972,-0.0254,-0.0054,1.0087
