# AccelStream v4 capture
# written_utc: 2026-09-14T16:41:39.620876+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 174145111
# on_t_s: -17.965800
# set_t_us: 195001931
# set_t_s: 2.891020
# go_t_us: 197376117
# go_t_s: 5.265206
# arm_t_us: 196002841
# arm_t_s: 3.891930
# arm_peak_mg: 8.27
# arm_capped: 0
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
# board_verdict: FALSE START
# board_reaction_ms: -546.008
# board_onset_t_us: 196830109
t_s,t_us,x_g,y_g,z_g
0.000000,192110911,-0.0244,-0.0068,1.0058
0.001138,192112049,-0.0249,-0.0078,1.0087
0.002303,192113214,-0.0254,-0.0044,1.0092
0.003441,192114352,-0.0239,-0.0039,1.0072
0.004637,192115548,-0.0234,-0.0063,1.0063
0.005765,192116676,-0.0229,-0.0073,1.0082
0.006919,192117830,-0.0244,-0.0078,1.0092
0.008103,192119014,-0.0244,-0.0029,1.0082
0.009252,192120163,-0.0249,-0.0015,1.0102
0.010390,192121301,-0.0259,-0.0024,1.0111
0.011568,192122479,-0.0239,-0.0029,1.0097
0.012698,192123609,-0.0239,-0.0039,1.0077
0.013877,192124788,-0.0244,-0.0044,1.0067
0.015015,192125926,-0.0234,-0.0049,1.0067
0.016199,192127110,-0.0234,-0.0034,1.0024
0.017338,192128249,-0.0244,-0.0039,1.0043
0.018494,192129405,-0.0249,-0.0078,1.0111
0.019676,192130587,-0.0220,-0.0059,1.0111
0.020815,192131726,-0.0195,-0.0049,1.0043
0.021968,192132879,-0.0190,-0.0068,1.0014
0.023123,192134034,-0.0210,-0.0073,1.0058
0.024302,192135213,-0.0234,-0.0059,1.0077
0.025457,192136368,-0.0224,-0.0039,1.0077
0.026639,192137550,-0.0244,-0.0034,1.0077
0.027737,192138648,-0.0259,-0.0054,1.0092
0.028916,192139827,-0.0239,-0.0054,1.0077
0.030054,192140965,-0.0244,-0.0015,1.0072
0.031217,192142128,-0.0249,-0.0024,1.0106
0.032399,192143310,-0.0244,-0.0059,1.0087
0.033580,192144491,-0.0254,-0.0039,1.0043
0.034679,192145590,-0.0259,-0.0039,1.0058
0.035860,192146771,-0.0249,-0.0078,1.0067
0.036998,192147909,-0.0259,-0.0063,1.0058
0.038173,192149084,-0.0264,-0.0039,1.0077
0.039312,192150223,-0.0259,-0.0049,1.0092
0.040534,192151445,-0.0264,-0.0068,1.0111
0.041641,192152552,-0.0278,-0.0088,1.0116
0.042780,192153691,-0.0273,-0.0083,1.0087
0.043959,192154870,-0.0249,-0.0068,1.0067
0.045099,192156010,-0.0215,-0.0073,1.0058
0.046278,192157189,-0.0215,-0.0078,1.0077
0.047415,192158326,-0.0229,-0.0059,1.0106
0.048573,192159484,-0.0210,-0.0073,1.0106
0.049752,192160663,-0.0229,-0.0078,1.0116
0.050890,192161801,-0.0283,-0.0044,1.0106
0.052036,192162947,-0.0268,-0.0059,1.0067
0.053216,192164127,-0.0234,-0.0073,1.0082
0.054365,192165276,-0.0224,-0.0073,1.0097
0.055548,192166459,-0.0215,-0.0078,1.0111
0.056686,192167597,-0.0220,-0.0073,1.0111
0.057824,192168735,-0.0234,-0.0063,1.0077
0.059006,192169917,-0.0273,-0.0059,1.0028
0.060144,192171055,-0.0273,-0.0059,1.0043
0.061313,192172224,-0.0234,-0.0063,1.0106
0.062495,192173406,-0.0259,-0.0073,1.0136
0.063635,192174546,-0.0259,-0.0068,1.0155
0.064773,192175684,-0.0239,-0.0044,1.0150
0.065954,192176865,-0.0220,-0.0054,1.0121
0.067093,192178004,-0.0210,-0.0088,1.0077
0.068275,192179186,-0.0205,-0.0078,1.0092
0.069457,192180368,-0.0210,-0.0063,1.0116
0.070596,192181507,-0.0244,-0.0054,1.0087
0.071734,192182645,-0.0254,-0.0024,1.0097
0.072874,192183785,-0.0244,-0.0010,1.0097
0.074060,192184971,-0.0254,-0.0034,1.0063
0.075201,192186112,-0.0259,-0.0068,1.0072
0.076424,192187335,-0.0224,-0.0078,1.0087
0.077525,192188436,-0.0229,-0.0068,1.0106
0.078665,192189576,-0.0220,-0.0073,1.0131
0.079846,192190757,-0.0229,-0.0068,1.0102
0.080982,192191893,-0.0239,-0.0068,1.0067
0.082161,192193072,-0.0205,-0.0078,1.0092
0.083299,192194210,-0.0220,-0.0083,1.0097
0.084480,192195391,-0.0244,-0.0063,1.0077
0.085618,192196529,-0.0239,-0.0024,1.0102
0.086797,192197708,-0.0224,-0.0054,1.0087
0.087936,192198847,-0.0210,-0.0068,1.0092
0.089075,192199986,-0.0224,-0.0068,1.0111
0.090268,192201179,-0.0239,-0.0088,1.0082
0.091426,192202337,-0.0239,-0.0063,1.0072
0.092565,192203476,-0.0244,-0.0063,1.0087
0.093703,192204614,-0.0259,-0.0073,1.0063
0.094881,192205792,-0.0249,-0.0078,1.0058
0.096020,192206931,-0.0239,-0.0093,1.0063
0.097189,192208100,-0.0239,-0.0098,1.0067
0.098371,192209282,-0.0234,-0.0078,1.0067
0.099510,192210421,-0.0220,-0.0073,1.0072
0.100669,192211580,-0.0215,-0.0054,1.0106
0.101807,192212718,-0.0244,-0.0039,1.0092
0.102998,192213909,-0.0268,-0.0063,1.0077
0.104125,192215036,-0.0278,-0.0073,1.0087
0.105347,192216258,-0.0264,-0.0063,1.0092
0.106446,192217357,-0.0249,-0.0059,1.0102
0.107627,192218538,-0.0234,-0.0059,1.0102
0.108765,192219676,-0.0220,-0.0088,1.0111
0.109922,192220833,-0.0210,-0.0098,1.0087
0.111102,192222013,-0.0234,-0.0049,1.0092
0.112256,192223167,-0.0244,-0.0010,1.0102
0.113383,192224294,-0.0264,-0.0039,1.0072
0.114562,192225473,-0.0298,-0.0054,1.0102
0.115701,192226612,-0.0273,-0.0044,1.0106
0.116881,192227792,-0.0264,-0.0063,1.0063
0.118019,192228930,-0.0278,-0.0054,1.0053
0.119198,192230109,-0.0293,-0.0054,1.0087
0.120326,192231237,-0.0283,-0.0063,1.0102
0.121505,192232416,-0.0234,-0.0054,1.0097
0.122643,192233554,-0.0215,-0.0044,1.0111
0.123822,192234733,-0.0229,-0.0063,1.0121
0.124961,192235872,-0.0239,-0.0088,1.0106
0.126115,192237026,-0.0259,-0.0093,1.0092
0.127298,192238209,-0.0244,-0.0083,1.0082
0.128436,192239347,-0.0239,-0.0054,1.0063
0.129615,192240526,-0.0259,-0.0068,1.0063
0.130755,192241666,-0.0229,-0.0078,1.0063
0.131893,192242804,-0.0239,-0.0054,1.0072
0.133066,192243977,-0.0288,-0.0054,1.0092
0.134248,192245159,-0.0264,-0.0039,1.0116
0.135386,192246297,-0.0224,-0.0039,1.0116
0.136565,192247476,-0.0210,-0.0054,1.0106
0.137705,192248616,-0.0210,-0.0083,1.0102
0.138852,192249763,-0.0215,-0.0083,1.0092
0.140034,192250945,-0.0234,-0.0063,1.0087
0.141216,192252127,-0.0254,-0.0073,1.0077
0.142315,192253226,-0.0239,-0.0083,1.0082
0.143496,192254407,-0.0254,-0.0068,1.0102
0.144634,192255545,-0.0254,-0.0044,1.0102
0.145813,192256724,-0.0234,-0.0044,1.0106
0.146969,192257880,-0.0249,-0.0049,1.0102
0.148106,192259017,-0.0249,-0.0063,1.0097
0.149275,192260186,-0.0224,-0.0063,1.0087
0.150454,192261365,-0.0234,-0.0063,1.0072
0.151592,192262503,-0.0254,-0.0063,1.0087
0.152734,192263645,-0.0254,-0.0063,1.0092
0.153913,192264824,-0.0278,-0.0059,1.0097
0.155051,192265962,-0.0264,-0.0059,1.0092
0.156208,192267119,-0.0244,-0.0063,1.0087
0.157387,192268298,-0.0259,-0.0029,1.0087
0.158525,192269436,-0.0244,-0.0024,1.0092
0.159709,192270620,-0.0229,-0.0039,1.0082
0.160849,192271760,-0.0249,-0.0044,1.0067
0.161998,192272909,-0.0244,-0.0044,1.0067
0.163180,192274091,-0.0239,-0.0049,1.0072
0.164319,192275230,-0.0273,-0.0059,1.0077
0.165457,192276368,-0.0268,-0.0054,1.0072
0.166636,192277547,-0.0234,-0.0059,1.0077
0.167774,192278685,-0.0244,-0.0059,1.0053
0.168939,192279850,-0.0259,-0.0063,1.0053
0.170121,192281032,-0.0229,-0.0078,1.0077
0.171260,192282171,-0.0224,-0.0068,1.0092
0.172398,192283309,-0.0220,-0.0059,1.0097
0.173577,192284488,-0.0224,-0.0063,1.0067
0.174716,192285627,-0.0234,-0.0054,1.0053
0.175898,192286809,-0.0239,-0.0029,1.0063
0.177079,192287990,-0.0264,-0.0063,1.0077
0.178178,192289089,-0.0283,-0.0073,1.0102
0.179359,192290270,-0.0249,-0.0059,1.0097
0.180497,192291408,-0.0220,-0.0068,1.0092
0.181676,192292587,-0.0229,-0.0063,1.0097
0.182817,192293728,-0.0249,-0.0054,1.0102
0.184040,192294951,-0.0264,-0.0039,1.0082
0.185144,192296055,-0.0259,-0.0010,1.0082
0.186282,192297193,-0.0249,-0.0024,1.0087
0.187461,192298372,-0.0239,-0.0054,1.0067
