# AccelStream v4 capture
# written_utc: 2026-09-14T15:23:57.272005+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 429781483
# on_t_s: -21.385855
# set_t_us: 454060494
# set_t_s: 2.893156
# go_t_us: 456395241
# go_t_s: 5.227903
# arm_t_us: 455061229
# arm_t_s: 3.893891
# arm_peak_mg: 10.89
# arm_capped: 0
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
# board_verdict: FALSE START
# board_reaction_ms: -1294.655
# board_onset_t_us: 455100586
t_s,t_us,x_g,y_g,z_g
0.000000,451167338,-0.0151,-0.0107,1.0014
0.001182,451168520,-0.0151,-0.0098,1.0038
0.002280,451169618,-0.0171,-0.0073,1.0058
0.003473,451170811,-0.0171,-0.0068,1.0053
0.004612,451171950,-0.0166,-0.0054,1.0082
0.005793,451173131,-0.0142,-0.0078,1.0116
0.006934,451174272,-0.0166,-0.0088,1.0111
0.008089,451175427,-0.0156,-0.0083,1.0082
0.009255,451176593,-0.0142,-0.0073,1.0028
0.010400,451177738,-0.0161,-0.0054,1.0043
0.011579,451178917,-0.0151,-0.0063,1.0063
0.012717,451180055,-0.0137,-0.0088,1.0067
0.013898,451181236,-0.0122,-0.0107,1.0077
0.015052,451182390,-0.0137,-0.0098,1.0082
0.016220,451183558,-0.0132,-0.0073,1.0053
0.017365,451184703,-0.0132,-0.0063,1.0038
0.018503,451185841,-0.0156,-0.0083,1.0063
0.019684,451187022,-0.0137,-0.0093,1.0072
0.020823,451188161,-0.0127,-0.0073,1.0097
0.021977,451189315,-0.0132,-0.0054,1.0106
0.023134,451190472,-0.0132,-0.0083,1.0126
0.024315,451191653,-0.0142,-0.0107,1.0126
0.025453,451192791,-0.0151,-0.0083,1.0092
0.026647,451193985,-0.0166,-0.0083,1.0092
0.027785,451195123,-0.0146,-0.0083,1.0102
0.028940,451196278,-0.0142,-0.0098,1.0087
0.030097,451197435,-0.0127,-0.0098,1.0053
0.031237,451198575,-0.0127,-0.0098,1.0063
0.032416,451199754,-0.0151,-0.0083,1.0102
0.033554,451200892,-0.0137,-0.0068,1.0106
0.034745,451202083,-0.0151,-0.0102,1.0072
0.035899,451203237,-0.0151,-0.0107,1.0053
0.037081,451204419,-0.0132,-0.0078,1.0043
0.038220,451205558,-0.0132,-0.0054,1.0048
0.039374,451206712,-0.0146,-0.0078,1.0077
0.040512,451207850,-0.0151,-0.0093,1.0077
0.041661,451208999,-0.0166,-0.0093,1.0067
0.042843,451210181,-0.0166,-0.0112,1.0058
0.044025,451211363,-0.0151,-0.0098,1.0063
0.045164,451212502,-0.0166,-0.0078,1.0082
0.046302,451213640,-0.0161,-0.0068,1.0067
0.047481,451214819,-0.0142,-0.0054,1.0043
0.048625,451215963,-0.0137,-0.0078,1.0043
0.049772,451217110,-0.0137,-0.0117,1.0058
0.050927,451218265,-0.0151,-0.0088,1.0092
0.052093,451219431,-0.0156,-0.0078,1.0087
0.053238,451220576,-0.0146,-0.0078,1.0048
0.054417,451221755,-0.0142,-0.0083,1.0033
0.055555,451222893,-0.0146,-0.0127,1.0077
0.056735,451224073,-0.0142,-0.0127,1.0087
0.057891,451225229,-0.0127,-0.0107,1.0038
0.059058,451226396,-0.0142,-0.0093,1.0053
0.060203,451227541,-0.0161,-0.0073,1.0092
0.061382,451228720,-0.0166,-0.0059,1.0082
0.062520,451229858,-0.0166,-0.0049,1.0092
0.063658,451230996,-0.0142,-0.0088,1.0087
0.064871,451232209,-0.0137,-0.0122,1.0072
0.065981,451233319,-0.0142,-0.0093,1.0087
0.067160,451234498,-0.0127,-0.0083,1.0087
0.068298,451235636,-0.0151,-0.0093,1.0106
0.069482,451236820,-0.0176,-0.0088,1.0106
0.070621,451237959,-0.0171,-0.0078,1.0102
0.071777,451239115,-0.0137,-0.0068,1.0082
0.072935,451240273,-0.0142,-0.0068,1.0067
0.074115,451241453,-0.0137,-0.0078,1.0102
0.075253,451242591,-0.0102,-0.0093,1.0121
0.076434,451243772,-0.0151,-0.0098,1.0097
0.077573,451244911,-0.0151,-0.0088,1.0097
0.078739,451246077,-0.0112,-0.0078,1.0097
0.079920,451247258,-0.0132,-0.0063,1.0077
0.081063,451248401,-0.0156,-0.0078,1.0063
0.082217,451249555,-0.0161,-0.0117,1.0058
0.083355,451250693,-0.0171,-0.0107,1.0058
