# AccelStream v4 capture
# written_utc: 2026-09-14T16:44:44.138756+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 357991636
# on_t_s: -19.290684
# set_t_us: 380173672
# set_t_s: 2.891352
# go_t_us: 382080716
# go_t_s: 4.798396
# arm_t_us: 381174582
# arm_t_s: 3.892262
# arm_peak_mg: 5.68
# arm_capped: 0
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
# board_verdict: valid start
# board_reaction_ms: 142.542
# board_onset_t_us: 382223258
t_s,t_us,x_g,y_g,z_g
0.000000,377282320,-0.0229,-0.0068,1.0058
0.001152,377283472,-0.0224,-0.0068,1.0092
0.002336,377284656,-0.0229,-0.0059,1.0131
0.003492,377285812,-0.0249,-0.0054,1.0126
0.004632,377286952,-0.0259,-0.0059,1.0116
0.005777,377288097,-0.0264,-0.0039,1.0121
0.006955,377289275,-0.0259,-0.0029,1.0106
0.008107,377290427,-0.0239,-0.0044,1.0087
0.009262,377291582,-0.0220,-0.0063,1.0063
0.010417,377292737,-0.0224,-0.0073,1.0072
0.011597,377293917,-0.0224,-0.0088,1.0106
0.012737,377295057,-0.0239,-0.0088,1.0077
0.013886,377296206,-0.0268,-0.0059,1.0077
0.015061,377297381,-0.0264,-0.0059,1.0121
0.016200,377298520,-0.0268,-0.0059,1.0126
0.017398,377299718,-0.0273,-0.0044,1.0111
0.018538,377300858,-0.0254,-0.0034,1.0102
0.019676,377301996,-0.0264,-0.0044,1.0087
0.020830,377303150,-0.0278,-0.0059,1.0082
0.021995,377304315,-0.0244,-0.0059,1.0092
0.023175,377305495,-0.0229,-0.0063,1.0092
0.024314,377306634,-0.0244,-0.0054,1.0092
0.025487,377307807,-0.0224,-0.0044,1.0092
0.026625,377308945,-0.0215,-0.0073,1.0087
0.027795,377310115,-0.0254,-0.0054,1.0087
0.028959,377311279,-0.0264,-0.0029,1.0111
0.030099,377312419,-0.0254,-0.0063,1.0097
0.031278,377313598,-0.0244,-0.0044,1.0082
0.032434,377314754,-0.0229,-0.0029,1.0097
0.033572,377315892,-0.0224,-0.0063,1.0087
0.034712,377317032,-0.0224,-0.0078,1.0077
0.035895,377318215,-0.0220,-0.0088,1.0077
0.037062,377319382,-0.0239,-0.0054,1.0097
0.038200,377320520,-0.0239,-0.0044,1.0111
0.039357,377321677,-0.0220,-0.0068,1.0121
0.040536,377322856,-0.0234,-0.0073,1.0063
0.041676,377323996,-0.0254,-0.0068,1.0043
0.042813,377325133,-0.0249,-0.0049,1.0092
0.043980,377326300,-0.0249,-0.0039,1.0111
0.045135,377327455,-0.0234,-0.0044,1.0126
0.046331,377328651,-0.0254,-0.0044,1.0106
0.047471,377329791,-0.0283,-0.0063,1.0092
0.048610,377330930,-0.0229,-0.0054,1.0097
0.049768,377332088,-0.0224,-0.0039,1.0072
0.050933,377333253,-0.0259,-0.0049,1.0072
0.052071,377334391,-0.0264,-0.0049,1.0082
0.053284,377335604,-0.0234,-0.0034,1.0067
0.054424,377336744,-0.0195,-0.0015,1.0063
0.055562,377337882,-0.0234,-0.0039,1.0072
0.056711,377339031,-0.0249,-0.0063,1.0097
0.057876,377340196,-0.0239,-0.0068,1.0116
0.059015,377341335,-0.0234,-0.0078,1.0126
0.060194,377342514,-0.0220,-0.0073,1.0106
0.061366,377343686,-0.0205,-0.0068,1.0087
0.062504,377344824,-0.0190,-0.0039,1.0092
0.063670,377345990,-0.0205,-0.0054,1.0092
0.064834,377347154,-0.0220,-0.0073,1.0097
0.065975,377348295,-0.0239,-0.0063,1.0097
0.067155,377349475,-0.0254,-0.0083,1.0087
0.068286,377350606,-0.0239,-0.0102,1.0097
0.069439,377351759,-0.0239,-0.0068,1.0077
0.070618,377352938,-0.0234,-0.0063,1.0087
0.071783,377354103,-0.0239,-0.0083,1.0097
0.072940,377355260,-0.0244,-0.0059,1.0048
0.074078,377356398,-0.0224,-0.0054,1.0072
0.075234,377357554,-0.0229,-0.0068,1.0106
0.076413,377358733,-0.0259,-0.0073,1.0077
0.077553,377359873,-0.0249,-0.0083,1.0067
0.078731,377361051,-0.0224,-0.0083,1.0097
0.079862,377362182,-0.0229,-0.0063,1.0082
0.081021,377363341,-0.0244,-0.0063,1.0077
0.082176,377364496,-0.0244,-0.0049,1.0097
0.083357,377365677,-0.0249,-0.0054,1.0077
0.084499,377366819,-0.0278,-0.0073,1.0063
0.085677,377367997,-0.0288,-0.0093,1.0082
0.086830,377369150,-0.0259,-0.0083,1.0102
0.087986,377370306,-0.0254,-0.0059,1.0097
0.089141,377371461,-0.0259,-0.0063,1.0106
0.090281,377372601,-0.0224,-0.0088,1.0136
0.091461,377373781,-0.0210,-0.0098,1.0121
0.092620,377374940,-0.0224,-0.0073,1.0082
0.093744,377376064,-0.0239,-0.0059,1.0063
0.094924,377377244,-0.0205,-0.0054,1.0092
0.096071,377378391,-0.0205,-0.0059,1.0111
0.097243,377379563,-0.0229,-0.0078,1.0111
0.098383,377380703,-0.0239,-0.0083,1.0092
0.099548,377381868,-0.0259,-0.0078,1.0077
0.100753,377383073,-0.0239,-0.0078,1.0067
0.101851,377384171,-0.0229,-0.0098,1.0082
0.103031,377385351,-0.0259,-0.0088,1.0097
0.104162,377386482,-0.0249,-0.0054,1.0102
0.105322,377387642,-0.0224,-0.0054,1.0092
0.106502,377388822,-0.0234,-0.0059,1.0082
0.107666,377389986,-0.0244,-0.0068,1.0102
0.108825,377391145,-0.0234,-0.0093,1.0097
0.109964,377392284,-0.0224,-0.0078,1.0087
0.111121,377393441,-0.0234,-0.0044,1.0082
0.112302,377394622,-0.0205,-0.0054,1.0097
0.113442,377395762,-0.0210,-0.0073,1.0116
0.114647,377396967,-0.0234,-0.0078,1.0106
0.115749,377398069,-0.0244,-0.0063,1.0092
0.116908,377399228,-0.0244,-0.0059,1.0111
0.118063,377400383,-0.0229,-0.0059,1.0106
0.119242,377401562,-0.0224,-0.0063,1.0082
0.120381,377402701,-0.0249,-0.0088,1.0106
0.121560,377403880,-0.0264,-0.0083,1.0111
0.122726,377405046,-0.0229,-0.0078,1.0087
0.123881,377406201,-0.0224,-0.0049,1.0077
0.125036,377407356,-0.0239,-0.0044,1.0067
0.126175,377408495,-0.0220,-0.0063,1.0058
0.127356,377409676,-0.0205,-0.0054,1.0053
0.128494,377410814,-0.0210,-0.0024,1.0058
0.129667,377411987,-0.0249,-0.0029,1.0067
0.130805,377413125,-0.0283,-0.0049,1.0092
0.132002,377414322,-0.0268,-0.0054,1.0097
0.133142,377415462,-0.0239,-0.0044,1.0106
0.134282,377416602,-0.0229,-0.0034,1.0097
0.135447,377417767,-0.0210,-0.0059,1.0097
0.136612,377418932,-0.0229,-0.0059,1.0092
0.137791,377420111,-0.0268,-0.0068,1.0077
0.138937,377421257,-0.0239,-0.0059,1.0116
0.140108,377422428,-0.0239,-0.0044,1.0092
0.141248,377423568,-0.0259,-0.0088,1.0082
0.142414,377424734,-0.0234,-0.0073,1.0116
0.143578,377425898,-0.0220,-0.0063,1.0131
0.144717,377427037,-0.0220,-0.0063,1.0111
0.145897,377428217,-0.0234,-0.0034,1.0087
0.147028,377429348,-0.0224,-0.0049,1.0097
0.148191,377430511,-0.0229,-0.0059,1.0106
0.149371,377431691,-0.0264,-0.0054,1.0097
0.150535,377432855,-0.0268,-0.0034,1.0077
0.151651,377433971,-0.0254,-0.0044,1.0097
0.152831,377435151,-0.0220,-0.0078,1.0102
0.153987,377436307,-0.0205,-0.0093,1.0097
0.155125,377437445,-0.0215,-0.0088,1.0077
0.156310,377438630,-0.0215,-0.0039,1.0058
0.157447,377439767,-0.0220,-0.0015,1.0072
0.158599,377440919,-0.0210,-0.0044,1.0087
0.159754,377442074,-0.0210,-0.0073,1.0082
0.160909,377443229,-0.0215,-0.0063,1.0106
0.162090,377444410,-0.0249,-0.0098,1.0121
0.163229,377445549,-0.0268,-0.0112,1.0106
0.164378,377446698,-0.0229,-0.0098,1.0072
0.165544,377447864,-0.0220,-0.0083,1.0058
0.166723,377449043,-0.0234,-0.0020,1.0102
0.167879,377450199,-0.0210,-0.0020,1.0106
0.169018,377451338,-0.0200,-0.0044,1.0092
0.170197,377452517,-0.0224,-0.0039,1.0102
0.171335,377453655,-0.0205,-0.0073,1.0087
0.172516,377454836,-0.0224,-0.0078,1.0077
0.173654,377455974,-0.0259,-0.0054,1.0082
0.174793,377457113,-0.0259,-0.0068,1.0082
0.175965,377458285,-0.0254,-0.0068,1.0063
0.177145,377459465,-0.0244,-0.0054,1.0063
0.178266,377460586,-0.0239,-0.0063,1.0102
0.179471,377461791,-0.0215,-0.0078,1.0126
0.180610,377462930,-0.0215,-0.0063,1.0087
0.181748,377464068,-0.0234,-0.0049,1.0067
0.182904,377465224,-0.0234,-0.0073,1.0082
0.184085,377466405,-0.0273,-0.0073,1.0082
0.185209,377467529,-0.0249,-0.0034,1.0106
0.186414,377468734,-0.0239,-0.0049,1.0087
0.187553,377469873,-0.0288,-0.0078,1.0067
0.188691,377471011,-0.0264,-0.0073,1.0092
0.189854,377472174,-0.0234,-0.0063,1.0106
0.190993,377473313,-0.0234,-0.0068,1.0082
0.192173,377474493,-0.0239,-0.0073,1.0087
0.193310,377475630,-0.0234,-0.0068,1.0087
0.194463,377476783,-0.0224,-0.0068,1.0053
0.195617,377477937,-0.0244,-0.0039,1.0087
0.196814,377479134,-0.0239,-0.0024,1.0111
0.197953,377480273,-0.0249,-0.0068,1.0097
0.199091,377481411,-0.0249,-0.0078,1.0082
0.200248,377482568,-0.0215,-0.0063,1.0072
0.201415,377483735,-0.0234,-0.0049,1.0067
0.202570,377484890,-0.0249,-0.0049,1.0067
0.203767,377486087,-0.0234,-0.0083,1.0058
0.204906,377487226,-0.0220,-0.0088,1.0077
0.206044,377488364,-0.0234,-0.0073,1.0087
0.207202,377489522,-0.0264,-0.0059,1.0077
0.208379,377490699,-0.0254,-0.0029,1.0102
0.209535,377491855,-0.0239,-0.0044,1.0092
0.210674,377492994,-0.0249,-0.0063,1.0072
0.211844,377494164,-0.0249,-0.0068,1.0072
0.212983,377495303,-0.0244,-0.0024,1.0087
0.214141,377496461,-0.0259,-0.0034,1.0102
0.215305,377497625,-0.0249,-0.0093,1.0077
0.216444,377498764,-0.0234,-0.0107,1.0097
0.217624,377499944,-0.0229,-0.0098,1.0111
0.218770,377501090,-0.0229,-0.0073,1.0087
0.219910,377502230,-0.0249,-0.0098,1.0092
0.221091,377503411,-0.0244,-0.0073,1.0102
0.222255,377504575,-0.0224,-0.0039,1.0092
0.223395,377505715,-0.0220,-0.0063,1.0106
0.224534,377506854,-0.0205,-0.0068,1.0116
0.225689,377508009,-0.0215,-0.0059,1.0097
0.226854,377509174,-0.0254,-0.0078,1.0097
0.228033,377510353,-0.0249,-0.0093,1.0087
0.229171,377511491,-0.0229,-0.0078,1.0058
0.230311,377512631,-0.0239,-0.0068,1.0067
0.231468,377513788,-0.0249,-0.0059,1.0072
0.232623,377514943,-0.0239,-0.0078,1.0063
0.233804,377516124,-0.0244,-0.0093,1.0097
0.234944,377517264,-0.0234,-0.0083,1.0111
0.236122,377518442,-0.0220,-0.0078,1.0087
0.237275,377519595,-0.0244,-0.0073,1.0063
0.238431,377520751,-0.0244,-0.0063,1.0038
0.239586,377521906,-0.0224,-0.0054,1.0028
0.240725,377523045,-0.0220,-0.0059,1.0063
0.241906,377524226,-0.0239,-0.0054,1.0082
0.243055,377525375,-0.0244,-0.0059,1.0087
0.244222,377526542,-0.0229,-0.0078,1.0102
0.245377,377527697,-0.0244,-0.0059,1.0063
0.246533,377528853,-0.0249,-0.0073,1.0072
0.247681,377530001,-0.0268,-0.0083,1.0097
0.248819,377531139,-0.0254,-0.0054,1.0082
0.249984,377532304,-0.0215,-0.0063,1.0092
0.251148,377533468,-0.0249,-0.0083,1.0102
0.252287,377534607,-0.0254,-0.0073,1.0111
0.253466,377535786,-0.0229,-0.0078,1.0111
0.254597,377536917,-0.0239,-0.0078,1.0106
0.255745,377538065,-0.0259,-0.0044,1.0102
0.256910,377539230,-0.0254,-0.0063,1.0092
0.258116,377540436,-0.0244,-0.0078,1.0092
0.259214,377541534,-0.0239,-0.0054,1.0106
0.260402,377542722,-0.0215,-0.0063,1.0067
0.261558,377543878,-0.0205,-0.0044,1.0058
0.262704,377545024,-0.0210,-0.0039,1.0087
0.263842,377546162,-0.0249,-0.0063,1.0077
0.265052,377547372,-0.0273,-0.0063,1.0082
0.266157,377548477,-0.0283,-0.0078,1.0072
0.267313,377549633,-0.0264,-0.0102,1.0067
0.268469,377550789,-0.0249,-0.0098,1.0097
0.269649,377551969,-0.0264,-0.0083,1.0106
0.270787,377553107,-0.0229,-0.0083,1.0087
0.271966,377554286,-0.0220,-0.0088,1.0082
0.273113,377555433,-0.0229,-0.0093,1.0102
0.274270,377556590,-0.0220,-0.0073,1.0092
0.275425,377557745,-0.0205,-0.0063,1.0072
0.276565,377558885,-0.0220,-0.0073,1.0058
0.277746,377560066,-0.0229,-0.0083,1.0067
0.278883,377561203,-0.0229,-0.0068,1.0106
0.280050,377562370,-0.0229,-0.0059,1.0126
0.281206,377563526,-0.0215,-0.0063,1.0111
0.282344,377564664,-0.0229,-0.0059,1.0063
0.283514,377565834,-0.0239,-0.0054,1.0048
0.284652,377566972,-0.0224,-0.0029,1.0072
0.285817,377568137,-0.0244,-0.0034,1.0097
0.286981,377569301,-0.0249,-0.0049,1.0126
0.288121,377570441,-0.0244,-0.0039,1.0121
0.289300,377571620,-0.0244,-0.0044,1.0111
0.290430,377572750,-0.0239,-0.0063,1.0116
0.291611,377573931,-0.0259,-0.0063,1.0087
0.292777,377575097,-0.0244,-0.0054,1.0063
0.293941,377576261,-0.0205,-0.0054,1.0092
0.295081,377577401,-0.0215,-0.0068,1.0121
0.296219,377578539,-0.0229,-0.0078,1.0102
0.297375,377579695,-0.0244,-0.0073,1.0082
0.298554,377580874,-0.0239,-0.0073,1.0092
0.299678,377581998,-0.0259,-0.0063,1.0097
0.300887,377583207,-0.0264,-0.0039,1.0087
0.302003,377584323,-0.0224,-0.0063,1.0072
0.303182,377585502,-0.0195,-0.0093,1.0063
0.304338,377586658,-0.0195,-0.0088,1.0082
0.305462,377587782,-0.0239,-0.0093,1.0111
0.306641,377588961,-0.0244,-0.0102,1.0121
0.307779,377590099,-0.0249,-0.0083,1.0092
0.308947,377591267,-0.0259,-0.0044,1.0077
0.310118,377592438,-0.0244,-0.0068,1.0087
0.311274,377593594,-0.0239,-0.0073,1.0092
0.312413,377594733,-0.0244,-0.0049,1.0102
0.313551,377595871,-0.0259,-0.0049,1.0102
0.314735,377597055,-0.0254,-0.0063,1.0102
0.315902,377598222,-0.0244,-0.0083,1.0077
0.317031,377599351,-0.0239,-0.0044,1.0067
0.318227,377600547,-0.0244,-0.0049,1.0092
0.319367,377601687,-0.0244,-0.0073,1.0111
0.320507,377602827,-0.0268,-0.0049,1.0097
0.321652,377603972,-0.0273,-0.0054,1.0067
0.322816,377605136,-0.0220,-0.0059,1.0063
0.323997,377606317,-0.0210,-0.0044,1.0102
0.325135,377607455,-0.0249,-0.0020,1.0121
0.326307,377608627,-0.0229,-0.0044,1.0116
0.327445,377609765,-0.0229,-0.0088,1.0121
0.328610,377610930,-0.0239,-0.0088,1.0106
0.329774,377612094,-0.0224,-0.0049,1.0067
0.330914,377613234,-0.0229,-0.0020,1.0053
0.332094,377614414,-0.0254,-0.0029,1.0063
0.333225,377615545,-0.0249,-0.0059,1.0053
0.334373,377616693,-0.0234,-0.0059,1.0077
0.335553,377617873,-0.0224,-0.0068,1.0072
0.336690,377619010,-0.0229,-0.0088,1.0058
0.337872,377620192,-0.0239,-0.0088,1.0092
0.339010,377621330,-0.0224,-0.0063,1.0097
0.340166,377622486,-0.0220,-0.0024,1.0077
0.341345,377623665,-0.0234,-0.0015,1.0077
0.342485,377624805,-0.0259,-0.0044,1.0082
0.343663,377625983,-0.0264,-0.0068,1.0097
0.344816,377627136,-0.0239,-0.0073,1.0092
0.345958,377628278,-0.0220,-0.0078,1.0092
0.347113,377629433,-0.0239,-0.0083,1.0116
0.348294,377630614,-0.0278,-0.0068,1.0077
0.349435,377631755,-0.0278,-0.0059,1.0063
0.350584,377632904,-0.0244,-0.0073,1.0067
0.351751,377634071,-0.0234,-0.0078,1.0058
0.352907,377635227,-0.0259,-0.0068,1.0048
0.354062,377636382,-0.0254,-0.0059,1.0048
0.355209,377637529,-0.0234,-0.0049,1.0063
0.356390,377638710,-0.0229,-0.0034,1.0077
0.357548,377639868,-0.0239,-0.0029,1.0082
0.358672,377640992,-0.0249,-0.0068,1.0077
0.359853,377642173,-0.0234,-0.0078,1.0087
0.360993,377643313,-0.0224,-0.0059,1.0067
0.362164,377644484,-0.0234,-0.0083,1.0077
0.363303,377645623,-0.0210,-0.0088,1.0106
0.364468,377646788,-0.0210,-0.0078,1.0111
0.365632,377647952,-0.0224,-0.0059,1.0106
0.366776,377649096,-0.0234,-0.0039,1.0097
0.367955,377650275,-0.0234,-0.0029,1.0087
0.369087,377651407,-0.0215,-0.0024,1.0038
0.370237,377652557,-0.0220,-0.0054,1.0028
0.371416,377653736,-0.0220,-0.0063,1.0058
0.372581,377654901,-0.0200,-0.0049,1.0072
0.373734,377656054,-0.0234,-0.0039,1.0087
0.374873,377657193,-0.0273,-0.0054,1.0082
0.376028,377658348,-0.0254,-0.0068,1.0102
0.377193,377659513,-0.0239,-0.0088,1.0097
0.378332,377660652,-0.0239,-0.0088,1.0077
0.379510,377661830,-0.0239,-0.0063,1.0092
0.380649,377662969,-0.0239,-0.0024,1.0082
0.381808,377664128,-0.0229,-0.0010,1.0077
0.382963,377665283,-0.0239,-0.0039,1.0087
0.384144,377666464,-0.0254,-0.0068,1.0087
0.385282,377667602,-0.0259,-0.0068,1.0072
0.386461,377668781,-0.0244,-0.0063,1.0058
0.387614,377669934,-0.0239,-0.0049,1.0072
0.388769,377671089,-0.0259,-0.0049,1.0102
0.389925,377672245,-0.0244,-0.0073,1.0097
0.391064,377673384,-0.0224,-0.0063,1.0082
0.392245,377674565,-0.0229,-0.0068,1.0077
0.393403,377675723,-0.0249,-0.0083,1.0077
0.394529,377676849,-0.0259,-0.0039,1.0082
0.395709,377678029,-0.0239,-0.0024,1.0072
0.396854,377679174,-0.0244,-0.0088,1.0092
0.398025,377680345,-0.0249,-0.0073,1.0111
0.399165,377681485,-0.0210,-0.0049,1.0097
0.400330,377682650,-0.0190,-0.0054,1.0067
0.401495,377683815,-0.0215,-0.0049,1.0048
0.402634,377684954,-0.0229,-0.0068,1.0077
0.403814,377686134,-0.0224,-0.0049,1.0097
0.404945,377687265,-0.0234,-0.0024,1.0092
0.406106,377688426,-0.0259,-0.0049,1.0082
0.407286,377689606,-0.0249,-0.0054,1.0072
0.408450,377690770,-0.0234,-0.0049,1.0082
0.409607,377691927,-0.0239,-0.0054,1.0106
0.410746,377693066,-0.0264,-0.0044,1.0121
0.411901,377694221,-0.0278,-0.0059,1.0106
0.413080,377695400,-0.0254,-0.0068,1.0092
0.414218,377696538,-0.0234,-0.0054,1.0063
0.415424,377697744,-0.0224,-0.0054,1.0043
0.416532,377698852,-0.0244,-0.0054,1.0043
0.417692,377700012,-0.0239,-0.0059,1.0058
0.418847,377701167,-0.0224,-0.0059,1.0067
0.420028,377702348,-0.0220,-0.0068,1.0053
0.421166,377703486,-0.0220,-0.0054,1.0082
0.422345,377704665,-0.0205,-0.0044,1.0116
0.423470,377705790,-0.0205,-0.0059,1.0126
