# AccelStream v4 capture
# written_utc: 2026-09-14T16:58:48.366695+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 1200479192
# on_t_s: -18.862975
# set_t_us: 1222237385
# set_t_s: 2.895218
# go_t_us: 1223993916
# go_t_s: 4.651749
# arm_t_us: 1223238316
# arm_t_s: 3.896149
# arm_peak_mg: 6.29
# arm_capped: 0
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
# board_verdict: valid start
# board_reaction_ms: 149.687
# board_onset_t_us: 1224143603
t_s,t_us,x_g,y_g,z_g
0.000000,1219342167,-0.0215,-0.0054,1.0053
0.001180,1219343347,-0.0249,-0.0049,1.0072
0.002311,1219344478,-0.0254,-0.0044,1.0082
0.003490,1219345657,-0.0229,-0.0059,1.0097
0.004630,1219346797,-0.0234,-0.0063,1.0092
0.005779,1219347946,-0.0254,-0.0068,1.0058
0.006944,1219349111,-0.0200,-0.0059,1.0063
0.008124,1219350291,-0.0171,-0.0054,1.0077
0.009280,1219351447,-0.0210,-0.0093,1.0077
0.010424,1219352591,-0.0224,-0.0088,1.0082
0.011603,1219353770,-0.0215,-0.0068,1.0087
0.012751,1219354918,-0.0224,-0.0073,1.0121
0.013918,1219356085,-0.0244,-0.0068,1.0121
0.015063,1219357230,-0.0239,-0.0068,1.0102
0.016229,1219358396,-0.0224,-0.0039,1.0082
0.017367,1219359534,-0.0210,-0.0054,1.0077
0.018546,1219360713,-0.0215,-0.0073,1.0082
0.019711,1219361878,-0.0254,-0.0049,1.0092
0.020876,1219363043,-0.0229,-0.0024,1.0121
0.022032,1219364199,-0.0185,-0.0020,1.0082
0.023187,1219365354,-0.0190,-0.0029,1.0072
0.024332,1219366499,-0.0210,-0.0039,1.0092
0.025523,1219367690,-0.0229,-0.0049,1.0082
0.026647,1219368814,-0.0234,-0.0044,1.0087
0.027825,1219369992,-0.0229,-0.0044,1.0097
0.028966,1219371133,-0.0220,-0.0054,1.0097
0.030148,1219372315,-0.0229,-0.0049,1.0102
0.031320,1219373487,-0.0234,-0.0078,1.0082
0.032459,1219374626,-0.0239,-0.0063,1.0072
0.033639,1219375806,-0.0220,-0.0039,1.0077
0.034776,1219376943,-0.0185,-0.0063,1.0072
0.035928,1219378095,-0.0210,-0.0039,1.0067
0.037108,1219379275,-0.0205,-0.0044,1.0072
0.038244,1219380411,-0.0185,-0.0063,1.0102
0.039423,1219381590,-0.0210,-0.0044,1.0116
0.040561,1219382728,-0.0215,-0.0044,1.0106
0.041740,1219383907,-0.0229,-0.0044,1.0092
0.042907,1219385074,-0.0239,-0.0063,1.0067
0.044046,1219386213,-0.0234,-0.0073,1.0097
0.045203,1219387370,-0.0239,-0.0059,1.0116
0.046382,1219388549,-0.0210,-0.0049,1.0097
0.047521,1219389688,-0.0220,-0.0054,1.0106
0.048681,1219390848,-0.0239,-0.0073,1.0092
0.049847,1219392014,-0.0239,-0.0083,1.0097
0.051002,1219393169,-0.0234,-0.0073,1.0106
0.052158,1219394325,-0.0205,-0.0059,1.0102
0.053338,1219395505,-0.0224,-0.0054,1.0106
0.054478,1219396645,-0.0259,-0.0063,1.0092
0.055643,1219397810,-0.0234,-0.0068,1.0072
0.056850,1219399017,-0.0205,-0.0073,1.0072
0.057992,1219400159,-0.0239,-0.0078,1.0077
0.059158,1219401325,-0.0254,-0.0078,1.0097
0.060297,1219402464,-0.0229,-0.0054,1.0082
0.061436,1219403603,-0.0239,-0.0049,1.0063
0.062616,1219404783,-0.0229,-0.0063,1.0087
0.063781,1219405948,-0.0224,-0.0049,1.0106
0.064940,1219407107,-0.0224,-0.0059,1.0092
0.066079,1219408246,-0.0215,-0.0078,1.0087
0.067250,1219409417,-0.0244,-0.0073,1.0077
0.068411,1219410578,-0.0244,-0.0054,1.0067
0.069553,1219411720,-0.0220,-0.0044,1.0111
0.070731,1219412898,-0.0224,-0.0054,1.0106
0.071877,1219414044,-0.0220,-0.0073,1.0087
0.073057,1219415224,-0.0220,-0.0059,1.0087
0.074200,1219416367,-0.0215,-0.0063,1.0087
0.075379,1219417546,-0.0234,-0.0083,1.0102
0.076518,1219418685,-0.0249,-0.0063,1.0106
0.077696,1219419863,-0.0234,-0.0063,1.0087
0.078864,1219421031,-0.0215,-0.0078,1.0053
0.080017,1219422184,-0.0205,-0.0073,1.0072
0.081173,1219423340,-0.0200,-0.0059,1.0106
0.082311,1219424478,-0.0210,-0.0049,1.0111
0.083490,1219425657,-0.0224,-0.0029,1.0116
0.084633,1219426800,-0.0229,-0.0063,1.0092
0.085799,1219427966,-0.0220,-0.0088,1.0082
0.086985,1219429152,-0.0185,-0.0063,1.0102
0.088141,1219430308,-0.0200,-0.0059,1.0111
0.089279,1219431446,-0.0224,-0.0024,1.0111
0.090458,1219432625,-0.0215,-0.0039,1.0087
0.091609,1219433776,-0.0224,-0.0063,1.0087
0.092776,1219434943,-0.0239,-0.0063,1.0121
0.093930,1219436097,-0.0229,-0.0073,1.0106
0.095086,1219437253,-0.0229,-0.0088,1.0102
0.096226,1219438393,-0.0215,-0.0083,1.0116
0.097378,1219439545,-0.0224,-0.0049,1.0116
0.098558,1219440725,-0.0259,-0.0049,1.0126
0.099723,1219441890,-0.0259,-0.0049,1.0116
0.100881,1219443048,-0.0224,-0.0063,1.0102
0.102036,1219444203,-0.0200,-0.0083,1.0097
0.103190,1219445357,-0.0224,-0.0073,1.0087
0.104346,1219446513,-0.0229,-0.0063,1.0067
0.105484,1219447651,-0.0215,-0.0054,1.0077
