# AccelStream v4 capture
# written_utc: 2026-09-14T16:27:33.560010+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 167738122
# on_t_s: -21.185012
# set_t_us: 191814193
# set_t_s: 2.891059
# go_t_us: 194101296
# go_t_s: 5.178162
# arm_t_us: 192815038
# arm_t_s: 3.891904
# arm_peak_mg: 6.86
# arm_capped: 0
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
# board_verdict: valid start
# board_reaction_ms: 147.029
# board_onset_t_us: 194248325
t_s,t_us,x_g,y_g,z_g
0.000000,188923134,-0.0234,-0.0005,1.0072
0.001125,188924259,-0.0220,-0.0024,1.0082
0.002304,188925438,-0.0190,-0.0073,1.0092
0.003460,188926594,-0.0200,-0.0083,1.0077
0.004615,188927749,-0.0210,-0.0054,1.0072
0.005763,188928897,-0.0210,-0.0068,1.0067
0.006920,188930054,-0.0234,-0.0059,1.0087
0.008086,188931220,-0.0229,-0.0024,1.0077
0.009235,188932369,-0.0220,-0.0034,1.0082
0.010373,188933507,-0.0215,-0.0049,1.0063
0.011552,188934686,-0.0210,-0.0054,1.0033
0.012724,188935858,-0.0210,-0.0059,1.0077
0.013845,188936979,-0.0234,-0.0083,1.0077
0.015008,188938142,-0.0268,-0.0098,1.0082
0.016195,188939329,-0.0254,-0.0098,1.0106
0.017334,188940468,-0.0224,-0.0078,1.0102
0.018472,188941606,-0.0239,-0.0063,1.0077
0.019637,188942771,-0.0254,-0.0073,1.0077
0.020816,188943950,-0.0244,-0.0078,1.0058
0.021953,188945087,-0.0244,-0.0098,1.0063
0.023118,188946252,-0.0259,-0.0068,1.0106
0.024256,188947390,-0.0249,-0.0034,1.0063
0.025436,188948570,-0.0244,-0.0039,1.0077
0.026594,188949728,-0.0244,-0.0044,1.0126
0.027732,188950866,-0.0229,-0.0063,1.0092
0.028913,188952047,-0.0239,-0.0073,1.0058
0.030063,188953197,-0.0239,-0.0088,1.0077
0.031201,188954335,-0.0215,-0.0088,1.0072
0.032356,188955490,-0.0185,-0.0078,1.0043
