# AccelStream v4 capture
# written_utc: 2026-09-14T16:47:54.909152+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 544484773
# on_t_s: -20.511677
# set_t_us: 567888008
# set_t_s: 2.891558
# go_t_us: 570570420
# go_t_s: 5.573970
# arm_t_us: 569102168
# arm_t_s: 4.105718
# arm_peak_mg: 10.54
# arm_capped: 0
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
# board_verdict: valid start
# board_reaction_ms: 129.725
# board_onset_t_us: 570700145
t_s,t_us,x_g,y_g,z_g
0.000000,564996450,-0.0268,-0.0034,1.0102
0.001138,564997588,-0.0273,-0.0044,1.0097
0.002317,564998767,-0.0259,-0.0044,1.0102
0.003455,564999905,-0.0283,-0.0044,1.0072
0.004605,565001055,-0.0283,-0.0054,1.0058
0.005776,565002226,-0.0244,-0.0068,1.0082
0.006941,565003391,-0.0215,-0.0044,1.0087
0.008080,565004530,-0.0229,-0.0020,1.0087
0.009259,565005709,-0.0239,-0.0029,1.0072
0.010397,565006847,-0.0224,-0.0039,1.0082
0.011554,565008004,-0.0234,-0.0039,1.0092
0.012736,565009186,-0.0244,-0.0059,1.0072
0.013900,565010350,-0.0254,-0.0049,1.0063
0.015039,565011489,-0.0259,-0.0059,1.0087
0.016179,565012629,-0.0234,-0.0073,1.0102
0.017358,565013808,-0.0224,-0.0054,1.0097
0.018516,565014966,-0.0244,-0.0073,1.0077
0.019671,565016121,-0.0244,-0.0093,1.0072
0.020838,565017288,-0.0234,-0.0068,1.0072
0.021993,565018443,-0.0259,-0.0068,1.0063
0.023131,565019581,-0.0293,-0.0088,1.0043
0.024290,565020740,-0.0268,-0.0054,1.0053
0.025453,565021903,-0.0249,-0.0044,1.0067
0.026593,565023043,-0.0244,-0.0063,1.0063
0.027764,565024214,-0.0249,-0.0078,1.0092
0.028930,565025380,-0.0268,-0.0083,1.0102
0.030074,565026524,-0.0259,-0.0093,1.0087
0.031253,565027703,-0.0229,-0.0102,1.0106
0.032392,565028842,-0.0224,-0.0073,1.0131
0.033573,565030023,-0.0249,-0.0068,1.0116
0.034703,565031153,-0.0239,-0.0049,1.0106
0.035868,565032318,-0.0224,-0.0039,1.0092
0.037047,565033497,-0.0259,-0.0049,1.0077
0.038186,565034636,-0.0249,-0.0029,1.0106
0.039365,565035815,-0.0229,-0.0029,1.0126
0.040505,565036955,-0.0244,-0.0039,1.0077
0.041671,565038121,-0.0229,-0.0054,1.0063
0.042836,565039286,-0.0224,-0.0059,1.0102
0.043974,565040424,-0.0239,-0.0044,1.0121
0.045129,565041579,-0.0224,-0.0029,1.0111
0.046309,565042759,-0.0224,-0.0034,1.0067
0.047457,565043907,-0.0254,-0.0049,1.0058
0.048595,565045045,-0.0249,-0.0029,1.0067
0.049802,565046252,-0.0234,-0.0010,1.0077
0.050941,565047391,-0.0264,-0.0015,1.0121
0.052095,565048545,-0.0249,-0.0029,1.0131
0.053233,565049683,-0.0239,-0.0049,1.0116
0.054389,565050839,-0.0264,-0.0073,1.0092
0.055571,565052021,-0.0249,-0.0063,1.0092
0.056737,565053187,-0.0234,-0.0034,1.0106
0.057889,565054339,-0.0244,-0.0054,1.0121
0.059027,565055477,-0.0229,-0.0059,1.0092
0.060174,565056624,-0.0200,-0.0054,1.0087
