# AccelStream v4 capture
# written_utc: 2026-09-14T16:55:29.974108+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 998801208
# on_t_s: -21.464889
# set_t_us: 1023159979
# set_t_s: 2.893882
# go_t_us: 1025322894
# go_t_s: 5.056797
# arm_t_us: 1024160665
# arm_t_s: 3.894568
# arm_peak_mg: 6.84
# arm_capped: 0
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
# board_verdict: valid start
# board_reaction_ms: 141.311
# board_onset_t_us: 1025464205
t_s,t_us,x_g,y_g,z_g
0.000000,1020266097,-0.0220,-0.0073,1.0082
0.001150,1020267247,-0.0249,-0.0059,1.0077
0.002329,1020268426,-0.0229,-0.0063,1.0102
0.003469,1020269566,-0.0215,-0.0063,1.0097
0.004648,1020270745,-0.0224,-0.0059,1.0072
0.005786,1020271883,-0.0234,-0.0049,1.0087
0.006929,1020273026,-0.0205,-0.0059,1.0082
0.008109,1020274206,-0.0205,-0.0083,1.0072
0.009247,1020275344,-0.0220,-0.0088,1.0077
0.010429,1020276526,-0.0229,-0.0088,1.0092
0.011567,1020277664,-0.0234,-0.0078,1.0116
0.012755,1020278852,-0.0224,-0.0049,1.0067
0.013898,1020279995,-0.0220,-0.0044,1.0058
0.015036,1020281133,-0.0220,-0.0059,1.0102
0.016191,1020282288,-0.0229,-0.0049,1.0106
0.017372,1020283469,-0.0229,-0.0054,1.0136
0.018510,1020284607,-0.0244,-0.0083,1.0131
0.019689,1020285786,-0.0224,-0.0088,1.0131
0.020871,1020286968,-0.0185,-0.0088,1.0136
0.022010,1020288107,-0.0205,-0.0088,1.0106
0.023169,1020289266,-0.0224,-0.0102,1.0087
0.024309,1020290406,-0.0229,-0.0117,1.0082
0.025488,1020291585,-0.0229,-0.0107,1.0092
0.026626,1020292723,-0.0224,-0.0063,1.0092
0.027849,1020293946,-0.0220,-0.0054,1.0087
0.028947,1020295044,-0.0210,-0.0063,1.0092
0.030085,1020296182,-0.0220,-0.0088,1.0077
0.031274,1020297371,-0.0220,-0.0102,1.0067
0.032426,1020298523,-0.0200,-0.0098,1.0072
0.033564,1020299661,-0.0176,-0.0083,1.0087
0.034787,1020300884,-0.0210,-0.0059,1.0087
0.035889,1020301986,-0.0229,-0.0068,1.0087
0.037035,1020303132,-0.0190,-0.0054,1.0072
0.038214,1020304311,-0.0195,-0.0049,1.0092
0.039353,1020305450,-0.0190,-0.0029,1.0131
0.040533,1020306630,-0.0205,-0.0049,1.0131
0.041670,1020307767,-0.0229,-0.0068,1.0111
0.042853,1020308950,-0.0215,-0.0054,1.0102
0.044012,1020310109,-0.0215,-0.0073,1.0077
0.045150,1020311247,-0.0224,-0.0073,1.0053
0.046290,1020312387,-0.0239,-0.0083,1.0072
0.047469,1020313566,-0.0234,-0.0073,1.0092
0.048618,1020314715,-0.0220,-0.0039,1.0092
0.049759,1020315856,-0.0229,-0.0049,1.0111
0.050940,1020317037,-0.0249,-0.0068,1.0097
0.052079,1020318176,-0.0234,-0.0063,1.0106
0.053248,1020319345,-0.0239,-0.0054,1.0116
0.054428,1020320525,-0.0254,-0.0049,1.0053
0.055575,1020321672,-0.0229,-0.0039,1.0043
0.056715,1020322812,-0.0205,-0.0029,1.0092
0.057896,1020323993,-0.0190,-0.0059,1.0102
0.059034,1020325131,-0.0215,-0.0068,1.0087
0.060213,1020326310,-0.0234,-0.0068,1.0087
0.061352,1020327449,-0.0215,-0.0078,1.0087
0.062493,1020328590,-0.0210,-0.0078,1.0102
0.063715,1020329812,-0.0205,-0.0083,1.0106
0.064814,1020330911,-0.0195,-0.0063,1.0102
0.065993,1020332090,-0.0200,-0.0063,1.0126
0.067131,1020333228,-0.0195,-0.0098,1.0141
0.068298,1020334395,-0.0200,-0.0098,1.0097
