timestamp_iso,elapsed_s,x_g,y_g,z_g
2026-08-31T19:03:43.747950,0.000000,0.001708,-0.007686,0.990640
2026-08-31T19:03:43.748161,0.000211,0.001830,-0.008540,0.990030
2026-08-31T19:03:43.748213,0.000263,0.001952,-0.007564,0.990518
2026-08-31T19:03:43.957940,0.209990,0.002440,-0.007686,0.990152
2026-08-31T19:03:43.957981,0.210031,0.002074,-0.007930,0.990396
2026-08-31T19:03:43.958754,0.210804,0.001342,-0.007808,0.990396
2026-08-31T19:03:43.958783,0.210833,0.002318,-0.007930,0.991006
2026-08-31T19:03:43.987293,0.239343,0.002074,-0.008418,0.990396
2026-08-31T19:03:43.987378,0.239428,0.001586,-0.007686,0.990396
2026-08-31T19:03:43.987401,0.239451,0.002318,-0.007564,0.990030
2026-08-31T19:03:44.016163,0.268213,0.002196,-0.007686,0.990518
2026-08-31T19:03:44.077184,0.329234,0.002318,-0.008052,0.990152
2026-08-31T19:03:44.077250,0.329300,0.001342,-0.008418,0.990274
2026-08-31T19:03:44.078426,0.330476,0.002074,-0.007930,0.990518
2026-08-31T19:03:44.138585,0.390635,0.002684,-0.008418,0.990640
2026-08-31T19:03:44.138762,0.390812,0.001586,-0.008052,0.990518
2026-08-31T19:03:44.138802,0.390852,0.001952,-0.007930,0.990396
2026-08-31T19:03:44.167465,0.419515,0.001952,-0.008296,0.990274
2026-08-31T19:03:44.198355,0.450405,0.001708,-0.008418,0.990396
2026-08-31T19:03:44.198422,0.450472,0.001342,-0.008052,0.990274
2026-08-31T19:03:44.348853,0.600903,0.001586,-0.008174,0.990152
2026-08-31T19:03:44.349086,0.601136,0.001952,-0.008052,0.989786
2026-08-31T19:03:44.349303,0.601353,0.002440,-0.008174,0.990152
2026-08-31T19:03:44.349361,0.601411,0.001952,-0.008418,0.991128
2026-08-31T19:03:44.407636,0.659686,0.001464,-0.007930,0.990518
2026-08-31T19:03:44.407699,0.659749,0.002318,-0.008174,0.990274
2026-08-31T19:03:44.408630,0.660680,0.002806,-0.008296,0.990274
2026-08-31T19:03:44.439364,0.691414,0.001830,-0.008418,0.990396
2026-08-31T19:03:44.497791,0.749841,0.002440,-0.008296,0.990640
2026-08-31T19:03:44.499258,0.751308,0.002318,-0.008174,0.990518
2026-08-31T19:03:44.499320,0.751370,0.002318,-0.009028,0.990640
2026-08-31T19:03:44.528683,0.780733,0.001708,-0.008296,0.989908
2026-08-31T19:03:44.557735,0.809785,0.002196,-0.008296,0.989664
2026-08-31T19:03:44.557800,0.809850,0.002928,-0.007930,0.989908
2026-08-31T19:03:44.617655,0.869705,0.002196,-0.008662,0.989786
2026-08-31T19:03:44.620799,0.872849,0.002440,-0.008540,0.990030
2026-08-31T19:03:44.620866,0.872916,0.002196,-0.008418,0.990152
2026-08-31T19:03:44.677305,0.929355,0.002074,-0.007930,0.990152
2026-08-31T19:03:44.677371,0.929421,0.002440,-0.008418,0.989908
