timestamp_iso,elapsed_s,x_g,y_g,z_g
2026-08-31T18:55:29.267043,0.000000,0.015738,-0.004270,0.991250
2026-08-31T18:55:29.267096,0.000053,0.015494,-0.004636,0.991494
2026-08-31T18:55:29.297701,0.030658,0.014884,-0.005002,0.991616
2026-08-31T18:55:29.297781,0.030738,0.015860,-0.004880,0.991494
2026-08-31T18:55:29.326040,0.058997,0.015006,-0.004270,0.991616
2026-08-31T18:55:29.356008,0.088965,0.015372,-0.004514,0.991738
2026-08-31T18:55:29.386641,0.119598,0.015738,-0.004880,0.991494
2026-08-31T18:55:29.386692,0.119649,0.015372,-0.004270,0.990884
2026-08-31T18:55:29.416039,0.148996,0.015616,-0.004636,0.991372
2026-08-31T18:55:29.448159,0.181116,0.015372,-0.004514,0.991494
2026-08-31T18:55:29.448237,0.181194,0.015250,-0.004636,0.991494
2026-08-31T18:55:29.476011,0.208968,0.015250,-0.004148,0.991616
2026-08-31T18:55:29.507286,0.240243,0.015982,-0.004392,0.991250
2026-08-31T18:55:29.507370,0.240327,0.015494,-0.004270,0.991494
2026-08-31T18:55:29.536002,0.268959,0.015128,-0.005246,0.990762
2026-08-31T18:55:29.568702,0.301659,0.014884,-0.003782,0.991616
2026-08-31T18:55:29.568787,0.301744,0.015982,-0.004026,0.991006
2026-08-31T18:55:29.597106,0.330063,0.015372,-0.004880,0.991372
2026-08-31T18:55:29.628653,0.361610,0.015372,-0.004880,0.991494
2026-08-31T18:55:29.628686,0.361643,0.015128,-0.004758,0.991738
2026-08-31T18:55:29.657745,0.390702,0.015372,-0.004514,0.991006
2026-08-31T18:55:29.686304,0.419261,0.016104,-0.005002,0.991494
2026-08-31T18:55:29.686341,0.419298,0.015494,-0.004392,0.991006
2026-08-31T18:55:29.716153,0.449110,0.015616,-0.004880,0.990884
2026-08-31T18:55:29.747620,0.480577,0.015494,-0.004758,0.991616
2026-08-31T18:55:29.747680,0.480637,0.015128,-0.004758,0.991128
2026-08-31T18:55:29.775847,0.508804,0.015494,-0.004514,0.991616
2026-08-31T18:55:29.807812,0.540769,0.015616,-0.004392,0.991372
2026-08-31T18:55:29.807891,0.540848,0.015860,-0.004758,0.991372
2026-08-31T18:55:29.836435,0.569392,0.015372,-0.004514,0.990884
2026-08-31T18:55:29.867918,0.600875,0.015494,-0.004270,0.991250
2026-08-31T18:55:29.867996,0.600953,0.015738,-0.004636,0.991372
2026-08-31T18:55:29.898636,0.631593,0.016104,-0.004514,0.990884
2026-08-31T18:55:29.927794,0.660751,0.015128,-0.004880,0.991250
2026-08-31T18:55:29.927872,0.660829,0.015372,-0.004758,0.991372
2026-08-31T18:55:29.956213,0.689170,0.015982,-0.004514,0.991006
2026-08-31T18:55:29.986509,0.719466,0.015128,-0.004514,0.991738
2026-08-31T18:55:30.017184,0.750141,0.014884,-0.004270,0.991128
2026-08-31T18:55:30.017270,0.750227,0.015616,-0.003904,0.991372
2026-08-31T18:55:30.047853,0.780810,0.015982,-0.005002,0.991738
2026-08-31T18:55:30.047935,0.780892,0.015616,-0.004758,0.991738
2026-08-31T18:55:30.076041,0.808998,0.015250,-0.004758,0.991738
2026-08-31T18:55:30.106923,0.839880,0.015616,-0.004880,0.991128
2026-08-31T18:55:30.137898,0.870855,0.016226,-0.004392,0.990640
2026-08-31T18:55:30.137984,0.870941,0.015250,-0.004880,0.991372
2026-08-31T18:55:30.166492,0.899449,0.015372,-0.004758,0.991250
2026-08-31T18:55:30.199397,0.932354,0.015860,-0.005002,0.991006
2026-08-31T18:55:30.199476,0.932433,0.015250,-0.004392,0.991006
2026-08-31T18:55:30.228741,0.961698,0.015616,-0.005368,0.991006
2026-08-31T18:55:30.259146,0.992103,0.015616,-0.004392,0.990762
2026-08-31T18:55:30.259211,0.992168,0.015494,-0.004758,0.991128
2026-08-31T18:55:30.288872,1.021829,0.015494,-0.004880,0.992470
2026-08-31T18:55:30.317556,1.050513,0.015982,-0.005002,0.992226
2026-08-31T18:55:30.347725,1.080682,0.015494,-0.005002,0.991250
2026-08-31T18:55:30.347806,1.080763,0.014884,-0.004392,0.991982
2026-08-31T18:55:30.376057,1.109014,0.016348,-0.005368,0.991494
2026-08-31T18:55:30.407897,1.140854,0.015372,-0.004758,0.991738
2026-08-31T18:55:30.407985,1.140942,0.015616,-0.004270,0.991372
2026-08-31T18:55:30.436224,1.169181,0.015738,-0.004758,0.991494
2026-08-31T18:55:30.467813,1.200770,0.016592,-0.004392,0.991006
2026-08-31T18:55:30.467892,1.200849,0.015250,-0.005246,0.991006
2026-08-31T18:55:30.495880,1.228837,0.015616,-0.004392,0.991372
2026-08-31T18:55:30.527784,1.260741,0.015982,-0.005246,0.991494
2026-08-31T18:55:30.527896,1.260853,0.015494,-0.004636,0.991494
2026-08-31T18:55:30.556784,1.289741,0.015616,-0.004758,0.991616
2026-08-31T18:55:30.585309,1.318266,0.015616,-0.004392,0.990884
2026-08-31T18:55:30.617828,1.350785,0.015616,-0.004880,0.991006
2026-08-31T18:55:30.617920,1.350877,0.015006,-0.004758,0.991372
2026-08-31T18:55:30.646097,1.379054,0.016104,-0.004880,0.991494
2026-08-31T18:55:30.677773,1.410730,0.016104,-0.003904,0.990762
2026-08-31T18:55:30.677850,1.410807,0.015494,-0.004880,0.991006
2026-08-31T18:55:30.705834,1.438791,0.015250,-0.004270,0.991372
2026-08-31T18:55:30.737296,1.470253,0.015982,-0.004636,0.991250
2026-08-31T18:55:30.737357,1.470314,0.015860,-0.004026,0.991616
2026-08-31T18:55:30.766367,1.499324,0.015494,-0.004880,0.991494
2026-08-31T18:55:30.798115,1.531072,0.015738,-0.004026,0.991616
2026-08-31T18:55:30.798192,1.531149,0.015738,-0.004636,0.991616
2026-08-31T18:55:30.826019,1.558976,0.015494,-0.004880,0.991982
2026-08-31T18:55:30.857842,1.590799,0.015860,-0.004880,0.991616
2026-08-31T18:55:30.857928,1.590885,0.015250,-0.004880,0.991616
2026-08-31T18:55:30.886046,1.619003,0.015128,-0.004392,0.990884
2026-08-31T18:55:30.917631,1.650588,0.015738,-0.005124,0.991494
2026-08-31T18:55:30.917687,1.650644,0.016104,-0.004026,0.991738
2026-08-31T18:55:30.946084,1.679041,0.015250,-0.004514,0.991616
