timestamp_iso,elapsed_s,x_g,y_g,z_g
2026-08-31T18:31:16.704048,0.000000,-0.030622,-0.028060,0.988078
2026-08-31T18:31:16.704103,0.000055,-0.030500,-0.028060,0.988200
2026-08-31T18:31:16.733809,0.029761,-0.030988,-0.027938,0.988078
2026-08-31T18:31:16.763990,0.059942,-0.030988,-0.028426,0.987712
2026-08-31T18:31:16.764043,0.059995,-0.030256,-0.028304,0.988078
2026-08-31T18:31:16.794217,0.090169,-0.030988,-0.028426,0.988200
2026-08-31T18:31:16.825845,0.121797,-0.031110,-0.027938,0.987956
2026-08-31T18:31:16.825950,0.121902,-0.030866,-0.028304,0.987956
2026-08-31T18:31:16.853875,0.149827,-0.030988,-0.028792,0.988078
2026-08-31T18:31:16.883728,0.179680,-0.030866,-0.027816,0.988200
2026-08-31T18:31:16.913892,0.209844,-0.030500,-0.027816,0.988078
2026-08-31T18:31:16.913934,0.209886,-0.031232,-0.028182,0.988444
2026-08-31T18:31:16.944023,0.239975,-0.031110,-0.028304,0.988688
2026-08-31T18:31:16.944083,0.240035,-0.030988,-0.028182,0.987956
2026-08-31T18:31:16.974713,0.270665,-0.030378,-0.028182,0.988322
2026-08-31T18:31:17.003717,0.299669,-0.031354,-0.027938,0.988078
2026-08-31T18:31:17.034824,0.330776,-0.031354,-0.028304,0.988566
2026-08-31T18:31:17.034907,0.330859,-0.031110,-0.028182,0.988566
2026-08-31T18:31:17.063953,0.359905,-0.030622,-0.027938,0.987712
2026-08-31T18:31:17.095004,0.390956,-0.030500,-0.028304,0.987956
2026-08-31T18:31:17.095078,0.391030,-0.031232,-0.027694,0.987834
2026-08-31T18:31:17.125069,0.421021,-0.030866,-0.027938,0.987834
2026-08-31T18:31:17.125141,0.421093,-0.030988,-0.027938,0.987224
2026-08-31T18:31:17.153701,0.449653,-0.030500,-0.028182,0.988078
2026-08-31T18:31:17.183810,0.479762,-0.031110,-0.027816,0.988078
2026-08-31T18:31:17.212757,0.508709,-0.030866,-0.028304,0.987834
2026-08-31T18:31:17.212820,0.508772,-0.031232,-0.028548,0.988200
2026-08-31T18:31:17.241886,0.537838,-0.031720,-0.028914,0.987834
2026-08-31T18:31:17.272704,0.568656,-0.031232,-0.028548,0.988322
2026-08-31T18:31:17.301796,0.597748,-0.030622,-0.028182,0.988078
2026-08-31T18:31:17.302680,0.598632,-0.030866,-0.027938,0.987834
2026-08-31T18:31:17.333418,0.629370,-0.030866,-0.028304,0.987468
2026-08-31T18:31:17.333521,0.629473,-0.030378,-0.028304,0.987468
2026-08-31T18:31:17.360969,0.656921,-0.030866,-0.028182,0.987590
2026-08-31T18:31:17.394677,0.690629,-0.031110,-0.028670,0.988688
2026-08-31T18:31:17.424863,0.720815,-0.030622,-0.027816,0.988444
2026-08-31T18:31:17.424912,0.720864,-0.030866,-0.027572,0.988078
2026-08-31T18:31:17.454162,0.750114,-0.031476,-0.028548,0.988078
2026-08-31T18:31:17.484786,0.780738,-0.030866,-0.028548,0.987956
2026-08-31T18:31:17.484862,0.780814,-0.031598,-0.028548,0.988444
2026-08-31T18:31:17.514364,0.810316,-0.030134,-0.028304,0.988322
2026-08-31T18:31:17.544574,0.840526,-0.030988,-0.028670,0.988200
2026-08-31T18:31:17.544656,0.840608,-0.030988,-0.028182,0.987712
2026-08-31T18:31:17.603361,0.899313,-0.031110,-0.027938,0.987834
2026-08-31T18:31:17.603728,0.899680,-0.031232,-0.028426,0.987712
2026-08-31T18:31:17.603788,0.899740,-0.030988,-0.028304,0.987834
2026-08-31T18:31:17.631217,0.927169,-0.031842,-0.027938,0.987834
2026-08-31T18:31:17.662092,0.958044,-0.031354,-0.028548,0.988932
2026-08-31T18:31:17.663070,0.959022,-0.031110,-0.029036,0.987956
2026-08-31T18:31:17.693977,0.989929,-0.030988,-0.029280,0.988322
2026-08-31T18:31:17.725395,1.021347,-0.030500,-0.027938,0.988322
2026-08-31T18:31:17.725468,1.021420,-0.030744,-0.028060,0.988444
2026-08-31T18:31:17.753937,1.049889,-0.030744,-0.028060,0.988444
2026-08-31T18:31:17.783804,1.079756,-0.030378,-0.028670,0.988200
2026-08-31T18:31:17.813154,1.109106,-0.030866,-0.027328,0.987956
2026-08-31T18:31:17.813228,1.109180,-0.030622,-0.028060,0.987834
2026-08-31T18:31:17.844446,1.140398,-0.030866,-0.028548,0.987956
2026-08-31T18:31:17.844523,1.140475,-0.031232,-0.028304,0.987712
2026-08-31T18:31:17.902399,1.198351,-0.031232,-0.028304,0.988078
2026-08-31T18:31:17.902462,1.198414,-0.031354,-0.028182,0.988322
2026-08-31T18:31:17.932663,1.228615,-0.030866,-0.028060,0.988322
2026-08-31T18:31:17.932734,1.228686,-0.031110,-0.028182,0.988688
2026-08-31T18:31:17.961033,1.256985,-0.030744,-0.028426,0.988078
2026-08-31T18:31:17.993075,1.289027,-0.030744,-0.028060,0.988322
2026-08-31T18:31:17.993156,1.289108,-0.030988,-0.027938,0.987956
2026-08-31T18:31:18.021511,1.317463,-0.030622,-0.028060,0.988566
2026-08-31T18:31:18.053310,1.349262,-0.030744,-0.028670,0.988078
2026-08-31T18:31:18.053392,1.349344,-0.030866,-0.028304,0.988078
2026-08-31T18:31:18.081577,1.377529,-0.030866,-0.028182,0.987956
2026-08-31T18:31:18.113833,1.409785,-0.030500,-0.027572,0.987834
2026-08-31T18:31:18.113870,1.409822,-0.030866,-0.028670,0.988078
2026-08-31T18:31:18.143397,1.439349,-0.030866,-0.028060,0.988078
2026-08-31T18:31:18.172819,1.468771,-0.030744,-0.028426,0.987834
2026-08-31T18:31:18.172929,1.468881,-0.030622,-0.028060,0.987468
2026-08-31T18:31:18.201267,1.497219,-0.031232,-0.028548,0.987590
2026-08-31T18:31:18.232464,1.528416,-0.030134,-0.028182,0.988200
2026-08-31T18:31:18.232539,1.528491,-0.031232,-0.028182,0.988444
2026-08-31T18:31:18.261231,1.557183,-0.030866,-0.027938,0.987468
2026-08-31T18:31:18.292077,1.588029,-0.030622,-0.028060,0.988322
2026-08-31T18:31:18.326108,1.622060,-0.030744,-0.027938,0.988566
2026-08-31T18:31:18.326197,1.622149,-0.031232,-0.027816,0.988078
2026-08-31T18:31:18.353386,1.649338,-0.031110,-0.028304,0.988688
2026-08-31T18:31:18.413364,1.709316,-0.030866,-0.028182,0.987834
2026-08-31T18:31:18.413580,1.709532,-0.030744,-0.028670,0.988200
2026-08-31T18:31:18.413636,1.709588,-0.030866,-0.028792,0.988078
2026-08-31T18:31:18.474536,1.770488,-0.030744,-0.028304,0.987834
2026-08-31T18:31:18.474749,1.770701,-0.030622,-0.028304,0.988810
2026-08-31T18:31:18.474981,1.770933,-0.030744,-0.028182,0.988200
2026-08-31T18:31:18.475053,1.771005,-0.031232,-0.028548,0.987956
2026-08-31T18:31:18.533100,1.829052,-0.031110,-0.028060,0.988444
2026-08-31T18:31:18.534422,1.830374,-0.030866,-0.028182,0.988078
2026-08-31T18:31:18.563626,1.859578,-0.030622,-0.028914,0.987956
2026-08-31T18:31:18.563675,1.859627,-0.031110,-0.028060,0.988078
2026-08-31T18:31:18.591320,1.887272,-0.031232,-0.027938,0.988322
2026-08-31T18:31:18.622116,1.918068,-0.031232,-0.028304,0.988078
2026-08-31T18:31:18.651782,1.947734,-0.030744,-0.028426,0.987956
2026-08-31T18:31:18.652592,1.948544,-0.031354,-0.028426,0.988200
2026-08-31T18:31:18.683173,1.979125,-0.030866,-0.028304,0.987834
2026-08-31T18:31:18.712717,2.008669,-0.030866,-0.029158,0.988200
2026-08-31T18:31:18.712790,2.008742,-0.030866,-0.028304,0.987712
2026-08-31T18:31:18.742191,2.038143,-0.030988,-0.028060,0.988688
