# AccelStream v4 capture
# written_utc: 2026-09-08T21:28:06.088060+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 168091681
# on_t_s: -21.955233
# set_t_us: 192938440
# set_t_s: 2.891526
# go_t_us: 194821504
# go_t_s: 4.774590
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
t_s,t_us,x_g,y_g,z_g
0.000000,190046914,0.1005,0.0839,-0.9765
0.001180,190048094,0.1000,0.0849,-0.9789
0.002319,190049233,0.1010,0.0839,-0.9760
0.003467,190050381,0.1015,0.0834,-0.9770
0.004633,190051547,0.1015,0.0854,-0.9770
0.005790,190052704,0.1000,0.0854,-0.9745
0.006929,190053843,0.0976,0.0864,-0.9780
0.008112,190055026,0.0966,0.0878,-0.9784
0.009251,190056165,0.0956,0.0849,-0.9765
0.010408,190057322,0.0952,0.0839,-0.9765
0.011583,190058497,0.0922,0.0864,-0.9755
0.012739,190059653,0.0913,0.0849,-0.9760
0.013881,190060795,0.0952,0.0820,-0.9760
0.015020,190061934,0.0976,0.0849,-0.9740
0.016210,190063124,0.0981,0.0864,-0.9750
0.017371,190064285,0.0952,0.0844,-0.9760
0.018554,190065468,0.0952,0.0849,-0.9765
0.019670,190066584,0.0981,0.0864,-0.9775
0.020809,190067723,0.0971,0.0874,-0.9794
0.021989,190068903,0.0961,0.0888,-0.9804
0.023136,190070050,0.0976,0.0874,-0.9784
0.024282,190071196,0.0961,0.0893,-0.9784
0.025489,190072403,0.0971,0.0903,-0.9775
0.026590,190073504,0.1015,0.0878,-0.9770
0.027763,190074677,0.1000,0.0878,-0.9784
0.028902,190075816,0.0966,0.0839,-0.9789
0.030082,190076996,0.0966,0.0820,-0.9775
0.031220,190078134,0.1000,0.0820,-0.9755
0.032400,190079314,0.1010,0.0834,-0.9731
0.033550,190080464,0.0986,0.0839,-0.9736
0.034682,190081596,0.0966,0.0820,-0.9775
0.035862,190082776,0.0981,0.0844,-0.9780
0.037001,190083915,0.0996,0.0844,-0.9765
0.038182,190085096,0.0986,0.0825,-0.9770
0.039320,190086234,0.0961,0.0839,-0.9804
0.040495,190087409,0.0932,0.0864,-0.9794
0.041611,190088525,0.0961,0.0859,-0.9775
0.042800,190089714,0.0986,0.0839,-0.9770
0.043940,190090854,0.0981,0.0854,-0.9755
0.045079,190091993,0.0996,0.0849,-0.9770
0.046244,190093158,0.0981,0.0839,-0.9780
0.047427,190094341,0.0966,0.0839,-0.9755
0.048585,190095499,0.0956,0.0825,-0.9750
0.049724,190096638,0.0956,0.0839,-0.9780
0.050863,190097777,0.0961,0.0839,-0.9765
0.052050,190098964,0.0966,0.0834,-0.9745
0.053175,190100089,0.0981,0.0854,-0.9745
0.054381,190101295,0.0981,0.0859,-0.9745
0.055539,190102453,0.0976,0.0844,-0.9794
0.056678,190103592,0.0991,0.0834,-0.9814
0.057817,190104731,0.1010,0.0830,-0.9770
0.058997,190105911,0.0981,0.0849,-0.9745
0.060139,190107053,0.0991,0.0859,-0.9750
0.061277,190108191,0.1010,0.0844,-0.9775
0.062430,190109344,0.1000,0.0825,-0.9780
0.063602,190110516,0.1000,0.0805,-0.9799
0.064739,190111653,0.1015,0.0820,-0.9780
0.065919,190112833,0.0986,0.0859,-0.9740
0.067058,190113972,0.0947,0.0874,-0.9760
0.068216,190115130,0.0956,0.0854,-0.9770
0.069382,190116296,0.0971,0.0854,-0.9755
0.070540,190117454,0.0996,0.0878,-0.9775
0.071678,190118592,0.0976,0.0869,-0.9794
0.072867,190119781,0.0952,0.0830,-0.9755
