# AccelStream v4 capture
# written_utc: 2026-09-09T17:20:29.762904+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 1487457948
# on_t_s: -11.906861
# set_t_us: 1502242307
# set_t_s: 2.877498
# go_t_us: 1504948916
# go_t_s: 5.584107
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
t_s,t_us,x_g,y_g,z_g
0.000000,1499364809,-0.0200,-0.0307,1.0067
0.001140,1499365949,-0.0224,-0.0293,1.0077
0.002281,1499367090,-0.0229,-0.0288,1.0092
0.003421,1499368230,-0.0215,-0.0288,1.0106
0.004584,1499369393,-0.0210,-0.0278,1.0092
0.005723,1499370532,-0.0210,-0.0259,1.0082
0.006931,1499371740,-0.0220,-0.0264,1.0092
0.008030,1499372839,-0.0215,-0.0268,1.0102
0.009169,1499373978,-0.0210,-0.0264,1.0102
0.010319,1499375128,-0.0215,-0.0254,1.0092
0.011519,1499376328,-0.0205,-0.0244,1.0087
0.012659,1499377468,-0.0176,-0.0268,1.0077
0.013801,1499378610,-0.0200,-0.0288,1.0058
0.014953,1499379762,-0.0224,-0.0278,1.0058
0.016093,1499380902,-0.0210,-0.0259,1.0072
0.017233,1499382042,-0.0200,-0.0259,1.0077
0.018415,1499383224,-0.0190,-0.0268,1.0087
0.019548,1499384357,-0.0200,-0.0288,1.0087
0.020692,1499385501,-0.0239,-0.0293,1.0077
0.021858,1499386667,-0.0229,-0.0273,1.0097
0.022998,1499387807,-0.0195,-0.0268,1.0092
0.024180,1499388989,-0.0215,-0.0268,1.0092
0.025321,1499390130,-0.0244,-0.0259,1.0072
0.026479,1499391288,-0.0205,-0.0268,1.0082
0.027602,1499392411,-0.0200,-0.0264,1.0097
0.028810,1499393619,-0.0239,-0.0244,1.0087
0.029908,1499394717,-0.0239,-0.0249,1.0126
0.031095,1499395904,-0.0244,-0.0268,1.0111
0.032211,1499397020,-0.0229,-0.0249,1.0053
0.033411,1499398220,-0.0220,-0.0244,1.0072
0.034551,1499399360,-0.0244,-0.0264,1.0077
0.035691,1499400500,-0.0234,-0.0273,1.0072
0.036843,1499401652,-0.0229,-0.0273,1.0087
0.037983,1499402792,-0.0249,-0.0273,1.0102
0.039123,1499403932,-0.0229,-0.0298,1.0102
0.040305,1499405114,-0.0215,-0.0293,1.0077
0.041437,1499406246,-0.0195,-0.0264,1.0072
0.042582,1499407391,-0.0195,-0.0268,1.0072
0.043749,1499408558,-0.0205,-0.0293,1.0087
0.044889,1499409698,-0.0200,-0.0273,1.0077
0.046071,1499410880,-0.0200,-0.0259,1.0028
0.047212,1499412021,-0.0205,-0.0264,1.0048
0.048370,1499413179,-0.0239,-0.0254,1.0097
0.049490,1499414299,-0.0244,-0.0244,1.0097
0.050698,1499415507,-0.0259,-0.0234,1.0067
0.051796,1499416605,-0.0244,-0.0244,1.0063
0.052978,1499417787,-0.0215,-0.0278,1.0082
0.054094,1499418903,-0.0210,-0.0278,1.0087
0.055293,1499420102,-0.0205,-0.0249,1.0097
0.056392,1499421201,-0.0220,-0.0268,1.0077
0.057573,1499422382,-0.0205,-0.0303,1.0048
0.058725,1499423534,-0.0176,-0.0307,1.0038
0.059865,1499424674,-0.0181,-0.0273,1.0058
0.061005,1499425814,-0.0195,-0.0259,1.0072
0.062187,1499426996,-0.0229,-0.0268,1.0092
0.063319,1499428128,-0.0249,-0.0264,1.0082
0.064485,1499429294,-0.0220,-0.0268,1.0077
0.065611,1499430420,-0.0210,-0.0259,1.0102
0.066794,1499431603,-0.0210,-0.0259,1.0087
0.067935,1499432744,-0.0229,-0.0278,1.0082
0.069085,1499433894,-0.0234,-0.0264,1.0092
0.070243,1499435052,-0.0200,-0.0249,1.0092
0.071368,1499436177,-0.0210,-0.0259,1.0092
0.072576,1499437385,-0.0244,-0.0278,1.0087
0.073675,1499438484,-0.0224,-0.0288,1.0097
