# AccelStream v4 capture
# written_utc: 2026-09-08T21:51:47.922031+00:00
# t_us is the board's raw micros() reading for that sample.
# t_s is relative to the first row of this file.
# on/set/go are the firmware's own beep timestamps, on the same
# micros() clock as every sample - no host or keypress latency.
# on_t_us: 95569831
# on_t_s: -20.522588
# set_t_us: 118989313
# set_t_s: 2.896894
# go_t_us: 121917337
# go_t_s: 5.824918
# preroll_samples: 2499
# truncated: 0
# dropped: 0
# clockstep_us: 8
t_s,t_us,x_g,y_g,z_g
0.000000,116092419,0.0195,-0.0283,-0.9872
0.001157,116093576,0.0200,-0.0293,-0.9838
0.002337,116094756,0.0224,-0.0303,-0.9858
0.003476,116095895,0.0239,-0.0288,-0.9858
0.004656,116097075,0.0249,-0.0273,-0.9877
0.005794,116098213,0.0234,-0.0283,-0.9882
0.006954,116099373,0.0239,-0.0283,-0.9892
0.008137,116100556,0.0249,-0.0293,-0.9906
0.009277,116101696,0.0249,-0.0322,-0.9872
0.010458,116102877,0.0239,-0.0307,-0.9862
0.011596,116104015,0.0220,-0.0278,-0.9848
0.012776,116105195,0.0234,-0.0293,-0.9843
0.013902,116106321,0.0244,-0.0288,-0.9872
0.015126,116107545,0.0239,-0.0268,-0.9872
0.016223,116108642,0.0249,-0.0293,-0.9892
0.017403,116109822,0.0239,-0.0307,-0.9882
0.018542,116110961,0.0224,-0.0307,-0.9872
0.019702,116112121,0.0234,-0.0293,-0.9911
0.020855,116113274,0.0234,-0.0283,-0.9897
0.022080,116114499,0.0205,-0.0298,-0.9853
0.023176,116115595,0.0215,-0.0288,-0.9858
0.024366,116116785,0.0239,-0.0278,-0.9897
0.025510,116117929,0.0229,-0.0293,-0.9877
0.026690,116119109,0.0234,-0.0303,-0.9848
0.027842,116120261,0.0244,-0.0303,-0.9848
0.028998,116121417,0.0244,-0.0303,-0.9872
0.030150,116122569,0.0229,-0.0317,-0.9872
0.031302,116123721,0.0210,-0.0307,-0.9858
0.032482,116124901,0.0229,-0.0303,-0.9862
0.033621,116126040,0.0244,-0.0298,-0.9882
0.034801,116127220,0.0224,-0.0283,-0.9892
0.035940,116128359,0.0190,-0.0288,-0.9887
0.037098,116129517,0.0176,-0.0293,-0.9882
0.038278,116130697,0.0205,-0.0298,-0.9867
0.039417,116131836,0.0234,-0.0283,-0.9867
0.040604,116133023,0.0254,-0.0268,-0.9867
0.041742,116134161,0.0249,-0.0278,-0.9867
0.042902,116135321,0.0205,-0.0283,-0.9867
0.044061,116136480,0.0190,-0.0278,-0.9843
0.045241,116137660,0.0210,-0.0293,-0.9848
0.046383,116138802,0.0234,-0.0303,-0.9897
0.047564,116139983,0.0234,-0.0288,-0.9897
0.048702,116141121,0.0229,-0.0317,-0.9858
0.049869,116142288,0.0224,-0.0317,-0.9858
0.051053,116143472,0.0254,-0.0312,-0.9872
0.052192,116144611,0.0259,-0.0312,-0.9853
0.053331,116145750,0.0224,-0.0293,-0.9853
0.054511,116146930,0.0215,-0.0298,-0.9867
0.055657,116148076,0.0220,-0.0273,-0.9872
0.056838,116149257,0.0224,-0.0268,-0.9892
0.058022,116150441,0.0215,-0.0288,-0.9892
0.059120,116151539,0.0185,-0.0298,-0.9897
0.060300,116152719,0.0190,-0.0298,-0.9882
0.061439,116153858,0.0200,-0.0307,-0.9902
0.062619,116155038,0.0200,-0.0307,-0.9872
0.063775,116156194,0.0234,-0.0293,-0.9843
0.064931,116157350,0.0244,-0.0288,-0.9906
0.066081,116158500,0.0234,-0.0278,-0.9926
0.067261,116159680,0.0234,-0.0259,-0.9921
0.068400,116160819,0.0215,-0.0268,-0.9911
0.069588,116162007,0.0205,-0.0283,-0.9897
0.070745,116163164,0.0220,-0.0283,-0.9877
0.071901,116164320,0.0210,-0.0268,-0.9872
0.073040,116165459,0.0220,-0.0268,-0.9858
0.074220,116166639,0.0215,-0.0283,-0.9872
0.075359,116167778,0.0195,-0.0298,-0.9887
0.076509,116168928,0.0205,-0.0322,-0.9892
0.077689,116170108,0.0200,-0.0312,-0.9897
0.078837,116171256,0.0190,-0.0298,-0.9862
0.079995,116172414,0.0171,-0.0298,-0.9853
0.081175,116173594,0.0185,-0.0317,-0.9867
0.082328,116174747,0.0185,-0.0332,-0.9862
0.083466,116175885,0.0185,-0.0307,-0.9877
0.084647,116177066,0.0229,-0.0298,-0.9882
0.085814,116178233,0.0220,-0.0283,-0.9872
0.086955,116179374,0.0200,-0.0293,-0.9858
0.088139,116180558,0.0190,-0.0273,-0.9838
0.089278,116181697,0.0171,-0.0273,-0.9862
0.090458,116182877,0.0176,-0.0283,-0.9897
0.091597,116184016,0.0181,-0.0259,-0.9911
0.092778,116185197,0.0166,-0.0259,-0.9902
0.093962,116186381,0.0156,-0.0259,-0.9877
0.095066,116187485,0.0151,-0.0244,-0.9867
0.096246,116188665,0.0190,-0.0229,-0.9858
0.097384,116189803,0.0185,-0.0244,-0.9833
0.098564,116190983,0.0190,-0.0254,-0.9843
0.099719,116192138,0.0195,-0.0249,-0.9897
0.100874,116193293,0.0171,-0.0259,-0.9911
0.102026,116194445,0.0171,-0.0283,-0.9906
0.103206,116195625,0.0171,-0.0307,-0.9906
0.104355,116196774,0.0181,-0.0288,-0.9872
0.105535,116197954,0.0156,-0.0273,-0.9887
0.106692,116199111,0.0146,-0.0264,-0.9916
0.107848,116200267,0.0161,-0.0268,-0.9887
0.109001,116201420,0.0176,-0.0312,-0.9867
