# accel_live capture
# started_utc: 2026-09-07T14:07:55.057440+00:00
# source: /dev/cu.usbmodem101
# odr_hz_nominal: 1660
# accel_range_g: 16
# full ODR, undecimated - captured via the board's on-device
# RAM buffer and dumped after stop, not streamed live.
# t_s is relative to the first sample of this recording;
# t_us is the board's raw micros() reading for that sample.
# host_iso is host arrival time, for cross-reference only.
t_s,t_us,x_g,y_g,z_g,host_iso
0.000000,2901918794,-0.0298,-0.0288,1.0136,2026-09-07T14:07:59.931050+00:00
0.001036,2901919830,-0.0278,-0.0317,1.0141,2026-09-07T14:07:59.932529+00:00
0.002058,2901920852,-0.0254,-0.0371,1.0102,2026-09-07T14:07:59.934683+00:00
0.003080,2901921874,-0.0273,-0.0293,1.0170,2026-09-07T14:07:59.937562+00:00
0.004102,2901922896,-0.0332,-0.0322,1.0121,2026-09-07T14:07:59.941463+00:00
0.005131,2901923925,-0.0259,-0.0327,1.0141,2026-09-07T14:07:59.941490+00:00
0.006153,2901924947,-0.0234,-0.0312,1.0150,2026-09-07T14:07:59.943729+00:00
0.007202,2901925996,-0.0278,-0.0351,1.0092,2026-09-07T14:07:59.946104+00:00
0.008235,2901927029,-0.0254,-0.0386,0.9965,2026-09-07T14:07:59.949076+00:00
0.009256,2901928050,-0.0244,-0.0327,1.0024,2026-09-07T14:07:59.951804+00:00
0.010277,2901929071,-0.0307,-0.0337,1.0160,2026-09-07T14:07:59.953618+00:00
0.011317,2901930111,-0.0215,-0.0190,1.0233,2026-09-07T14:07:59.956344+00:00
0.012344,2901931138,-0.0215,-0.0249,1.0277,2026-09-07T14:07:59.958337+00:00
0.013367,2901932161,-0.0190,-0.0278,1.0199,2026-09-07T14:07:59.960645+00:00
0.014390,2901933184,-0.0088,-0.0332,1.0155,2026-09-07T14:07:59.963055+00:00
0.015439,2901934233,-0.0176,-0.0317,1.0092,2026-09-07T14:07:59.965403+00:00
0.016491,2901935285,-0.0244,-0.0332,1.0072,2026-09-07T14:07:59.967795+00:00
0.017513,2901936307,-0.0244,-0.0327,1.0170,2026-09-07T14:07:59.970214+00:00
0.018537,2901937331,-0.0244,-0.0307,1.0243,2026-09-07T14:07:59.972598+00:00
0.019598,2901938392,-0.0278,-0.0229,1.0214,2026-09-07T14:07:59.975050+00:00
0.020621,2901939415,-0.0351,-0.0303,1.0082,2026-09-07T14:07:59.977436+00:00
0.021643,2901940437,-0.0278,-0.0264,1.0136,2026-09-07T14:07:59.979838+00:00
0.022682,2901941476,-0.0307,-0.0224,1.0087,2026-09-07T14:07:59.982341+00:00
0.023704,2901942498,-0.0249,-0.0220,1.0199,2026-09-07T14:07:59.984800+00:00
0.024726,2901943520,-0.0166,-0.0283,1.0263,2026-09-07T14:07:59.987229+00:00
0.025750,2901944544,-0.0254,-0.0254,1.0297,2026-09-07T14:07:59.989670+00:00
0.026775,2901945569,-0.0244,-0.0244,1.0189,2026-09-07T14:07:59.992022+00:00
0.027798,2901946592,-0.0205,-0.0288,1.0175,2026-09-07T14:07:59.994392+00:00
0.028820,2901947614,-0.0229,-0.0278,1.0111,2026-09-07T14:07:59.996874+00:00
0.029842,2901948636,-0.0239,-0.0283,1.0126,2026-09-07T14:07:59.999253+00:00
0.030865,2901949659,-0.0205,-0.0264,1.0180,2026-09-07T14:08:00.001491+00:00
0.031887,2901950681,-0.0210,-0.0273,1.0204,2026-09-07T14:08:00.003830+00:00
0.032909,2901951703,-0.0239,-0.0293,1.0248,2026-09-07T14:08:00.006190+00:00
0.033931,2901952725,-0.0200,-0.0273,1.0204,2026-09-07T14:08:00.008662+00:00
0.034953,2901953747,-0.0200,-0.0332,1.0111,2026-09-07T14:08:00.011002+00:00
0.035975,2901954769,-0.0200,-0.0332,1.0082,2026-09-07T14:08:00.013432+00:00
0.036997,2901955791,-0.0176,-0.0332,1.0175,2026-09-07T14:08:00.015889+00:00
0.038019,2901956813,-0.0205,-0.0303,1.0116,2026-09-07T14:08:00.018180+00:00
0.039041,2901957835,-0.0239,-0.0288,1.0204,2026-09-07T14:08:00.020699+00:00
0.040091,2901958885,-0.0224,-0.0205,1.0146,2026-09-07T14:08:00.023076+00:00
0.041123,2901959917,-0.0234,-0.0234,1.0097,2026-09-07T14:08:00.025588+00:00
0.042145,2901960939,-0.0210,-0.0268,1.0116,2026-09-07T14:08:00.027973+00:00
0.043166,2901961960,-0.0224,-0.0249,1.0092,2026-09-07T14:08:00.030407+00:00
0.044206,2901963000,-0.0210,-0.0234,1.0136,2026-09-07T14:08:00.032822+00:00
0.045238,2901964032,-0.0220,-0.0259,1.0175,2026-09-07T14:08:00.035278+00:00
0.046261,2901965055,-0.0259,-0.0234,1.0160,2026-09-07T14:08:00.037728+00:00
0.047284,2901966078,-0.0244,-0.0307,1.0136,2026-09-07T14:08:00.040186+00:00
0.048333,2901967127,-0.0215,-0.0278,1.0185,2026-09-07T14:08:00.042625+00:00
0.049382,2901968176,-0.0229,-0.0283,1.0097,2026-09-07T14:08:00.045054+00:00
0.050406,2901969200,-0.0220,-0.0322,1.0136,2026-09-07T14:08:00.047415+00:00
0.051446,2901970240,-0.0205,-0.0288,1.0194,2026-09-07T14:08:00.054474+00:00
0.052486,2901971280,-0.0224,-0.0317,1.0189,2026-09-07T14:08:00.054489+00:00
0.053510,2901972304,-0.0205,-0.0278,1.0199,2026-09-07T14:08:00.054728+00:00
0.054547,2901973341,-0.0171,-0.0268,1.0204,2026-09-07T14:08:00.056870+00:00
0.055569,2901974363,-0.0181,-0.0264,1.0160,2026-09-07T14:08:00.060507+00:00
0.056591,2901975385,-0.0185,-0.0273,1.0146,2026-09-07T14:08:00.062857+00:00
0.057618,2901976412,-0.0161,-0.0293,1.0253,2026-09-07T14:08:00.065200+00:00
