timestamp_iso,elapsed_s,x_g,y_g,z_g
2026-08-31T18:34:38.203347,0.000000,-0.030500,-0.027206,0.988444
2026-08-31T18:34:38.203507,0.000160,-0.029768,-0.027572,0.988444
2026-08-31T18:34:38.203692,0.000345,-0.030012,-0.027084,0.988200
2026-08-31T18:34:38.203744,0.000397,-0.030622,-0.026840,0.988566
2026-08-31T18:34:38.224516,0.021169,-0.029890,-0.026962,0.988078
2026-08-31T18:34:38.224567,0.021220,-0.030378,-0.026718,0.988078
2026-08-31T18:34:38.254246,0.050899,-0.030378,-0.026962,0.988200
2026-08-31T18:34:38.254295,0.050948,-0.029768,-0.026596,0.988688
2026-08-31T18:34:38.283306,0.079959,-0.029890,-0.027206,0.987712
2026-08-31T18:34:38.314867,0.111520,-0.030500,-0.026718,0.987956
2026-08-31T18:34:38.346956,0.143609,-0.030500,-0.027328,0.988444
2026-08-31T18:34:38.347072,0.143725,-0.030256,-0.026718,0.988078
2026-08-31T18:34:38.373722,0.170375,-0.029890,-0.026962,0.988688
2026-08-31T18:34:38.405871,0.202524,-0.029402,-0.026718,0.988200
2026-08-31T18:34:38.405967,0.202620,-0.030134,-0.026840,0.988810
2026-08-31T18:34:38.434083,0.230736,-0.030256,-0.027450,0.988322
2026-08-31T18:34:38.465184,0.261837,-0.030012,-0.027084,0.988078
2026-08-31T18:34:38.465250,0.261903,-0.030500,-0.027328,0.988444
2026-08-31T18:34:38.493682,0.290335,-0.030134,-0.026718,0.988566
2026-08-31T18:34:38.525612,0.322265,-0.030622,-0.027084,0.988078
2026-08-31T18:34:38.525697,0.322350,-0.030378,-0.026962,0.988200
2026-08-31T18:34:38.554054,0.350707,-0.030012,-0.025864,0.988200
2026-08-31T18:34:38.585187,0.381840,-0.029768,-0.026840,0.987956
2026-08-31T18:34:38.585265,0.381918,-0.029890,-0.027206,0.987956
2026-08-31T18:34:38.613556,0.410209,-0.030256,-0.026962,0.988444
2026-08-31T18:34:38.645808,0.442461,-0.030256,-0.027084,0.988444
2026-08-31T18:34:38.675491,0.472144,-0.029768,-0.026962,0.988444
2026-08-31T18:34:38.675599,0.472252,-0.029768,-0.027084,0.988444
2026-08-31T18:34:38.703275,0.499928,-0.030012,-0.026718,0.988932
2026-08-31T18:34:38.733930,0.530583,-0.029890,-0.026840,0.988078
2026-08-31T18:34:38.764708,0.561361,-0.029768,-0.026840,0.988810
2026-08-31T18:34:38.764754,0.561407,-0.029890,-0.026718,0.988200
2026-08-31T18:34:38.795944,0.592597,-0.029768,-0.026230,0.988322
2026-08-31T18:34:38.796009,0.592662,-0.030134,-0.026352,0.987712
2026-08-31T18:34:38.823802,0.620455,-0.030378,-0.026962,0.988322
2026-08-31T18:34:38.855483,0.652136,-0.029890,-0.026718,0.988444
2026-08-31T18:34:38.855562,0.652215,-0.030012,-0.026596,0.988200
2026-08-31T18:34:38.883484,0.680137,-0.030256,-0.026596,0.988200
2026-08-31T18:34:38.914703,0.711356,-0.030256,-0.026840,0.988322
2026-08-31T18:34:38.974629,0.771282,-0.030134,-0.027084,0.988322
2026-08-31T18:34:38.977076,0.773729,-0.030134,-0.027206,0.987346
2026-08-31T18:34:38.977143,0.773796,-0.029402,-0.026718,0.987712
2026-08-31T18:34:39.007018,0.803671,-0.030012,-0.026962,0.988688
2026-08-31T18:34:39.007089,0.803742,-0.030012,-0.026840,0.988078
2026-08-31T18:34:39.036720,0.833373,-0.029646,-0.026718,0.988566
